
time,ActualTempMax,ActualTempMin,FeltTemp Max,FeltTempMin,sunrise(iso8601),sunset(iso8601),precipitation_sum(inch),rain_sum(inch),snowfall_sum (cm),precipitation_hours(h),windspeed_10m_max(mp/h),windgusts_10m_max(mp/h)
1971-07-06,83.9,66.7,86.6,67.0,1971-07-06T05:04,1971-07-06T20:04,0.040,0.040,0.00,3.0,7.4,15.4
1971-07-07,87.2,60.5,91.6,60.2,1971-07-07T05:05,1971-07-07T20:03,0.000,0.000,0.00,0.0,4.6,14.1
1971-07-08,87.9,66.1,88.8,65.6,1971-07-08T05:05,1971-07-08T20:03,0.000,0.000,0.00,0.0,11.0,24.2
1971-07-09,85.7,69.9,92.3,72.3,1971-07-09T05:06,1971-07-09T20:03,0.110,0.110,0.00,8.0,8.3,19.9
1971-07-10,82.6,65.9,87.0,67.5,1971-07-10T05:07,1971-07-10T20:02,0.480,0.480,0.00,11.0,4.0,15.2
1971-07-11,75.9,64.3,74.5,65.4,1971-07-11T05:07,1971-07-11T20:02,2.030,2.030,0.00,14.0,12.2,25.9
1971-07-12,78.6,59.3,80.7,57.6,1971-07-12T05:08,1971-07-12T20:01,0.000,0.000,0.00,0.0,8.1,17.7
1971-07-13,83.2,64.7,84.5,62.4,1971-07-13T05:09,1971-07-13T20:01,0.030,0.030,0.00,5.0,16.1,33.3
1971-07-14,76.7,62.5,75.6,60.2,1971-07-14T05:09,1971-07-14T20:00,0.000,0.000,0.00,0.0,11.4,25.3
1971-07-15,78.8,56.6,78.5,55.6,1971-07-15T05:10,1971-07-15T20:00,0.000,0.000,0.00,1.0,8.2,19.0
1971-07-16,79.6,60.5,81.4,60.8,1971-07-16T05:11,1971-07-16T19:59,0.000,0.000,0.00,0.0,10.1,22.4
1971-07-17,76.4,59.6,78.6,57.1,1971-07-17T05:12,1971-07-17T19:59,0.050,0.050,0.00,3.0,9.7,32.0
1971-07-18,77.2,53.3,79.2,50.5,1971-07-18T05:13,1971-07-18T19:58,0.090,0.090,0.00,4.0,7.7,17.7
1971-07-19,73.2,62.0,77.2,60.2,1971-07-19T05:13,1971-07-19T19:57,0.530,0.530,0.00,14.0,12.3,28.6
1971-07-20,71.7,57.1,70.6,55.3,1971-07-20T05:14,1971-07-20T19:57,0.000,0.000,0.00,0.0,9.6,18.1
1971-07-21,77.6,56.0,80.9,54.5,1971-07-21T05:15,1971-07-21T19:56,0.000,0.000,0.00,0.0,4.7,11.2
1971-07-22,81.9,58.3,85.1,57.2,1971-07-22T05:16,1971-07-22T19:55,0.000,0.000,0.00,0.0,5.8,15.2
1971-07-23,82.9,62.8,84.9,63.9,1971-07-23T05:17,1971-07-23T19:54,0.010,0.010,0.00,2.0,10.3,22.8
1971-07-24,73.3,64.2,78.1,66.3,1971-07-24T05:18,1971-07-24T19:53,0.490,0.490,0.00,19.0,8.8,16.3
1971-07-25,80.5,62.8,84.8,66.4,1971-07-25T05:19,1971-07-25T19:52,0.050,0.050,0.00,7.0,7.7,19.7
1971-07-26,78.5,63.2,81.6,60.2,1971-07-26T05:20,1971-07-26T19:52,0.100,0.100,0.00,7.0,11.4,25.3
1971-07-27,72.9,54.6,72.1,51.1,1971-07-27T05:21,1971-07-27T19:51,0.000,0.000,0.00,0.0,9.1,16.8
1971-07-28,76.7,55.1,77.2,52.7,1971-07-28T05:21,1971-07-28T19:50,0.010,0.010,0.00,1.0,13.1,24.8
1971-07-29,74.9,62.1,76.2,61.3,1971-07-29T05:22,1971-07-29T19:49,0.290,0.290,0.00,11.0,7.3,15.9
1971-07-30,69.5,57.8,72.4,56.8,1971-07-30T05:23,1971-07-30T19:48,0.160,0.160,0.00,12.0,7.0,15.9
1971-07-31,73.6,57.0,72.6,57.5,1971-07-31T05:24,1971-07-31T19:47,0.020,0.020,0.00,5.0,9.2,21.3
1971-08-01,77.6,57.0,78.6,56.2,1971-08-01T05:25,1971-08-01T19:46,0.000,0.000,0.00,0.0,7.1,16.1
1971-08-02,80.3,61.7,82.9,63.3,1971-08-02T05:26,1971-08-02T19:45,0.030,0.030,0.00,4.0,8.0,18.1
1971-08-03,76.7,66.0,80.1,68.7,1971-08-03T05:27,1971-08-03T19:43,0.010,0.010,0.00,1.0,7.0,12.1
1971-08-04,67.4,57.4,66.8,54.2,1971-08-04T05:28,1971-08-04T19:42,0.200,0.200,0.00,9.0,10.7,20.6
1971-08-05,75.6,54.0,74.9,49.7,1971-08-05T05:29,1971-08-05T19:41,0.000,0.000,0.00,0.0,11.4,24.2
1971-08-06,78.1,54.6,80.3,51.8,1971-08-06T05:30,1971-08-06T19:40,0.000,0.000,0.00,0.0,6.7,14.8
1971-08-07,81.2,54.3,82.6,52.2,1971-08-07T05:31,1971-08-07T19:39,0.000,0.000,0.00,0.0,5.1,13.0
1971-08-08,81.8,60.5,85.3,60.7,1971-08-08T05:32,1971-08-08T19:38,0.000,0.000,0.00,0.0,6.0,13.4
1971-08-09,83.1,59.9,87.1,59.6,1971-08-09T05:33,1971-08-09T19:36,0.000,0.000,0.00,0.0,7.3,16.8
1971-08-10,83.9,68.8,89.3,70.9,1971-08-10T05:34,1971-08-10T19:35,0.100,0.100,0.00,3.0,12.9,31.1
1971-08-11,78.1,61.1,78.6,61.7,1971-08-11T05:35,1971-08-11T19:34,0.000,0.000,0.00,1.0,11.3,23.9
1971-08-12,75.4,54.2,77.4,52.9,1971-08-12T05:36,1971-08-12T19:32,0.000,0.000,0.00,0.0,6.7,13.2
1971-08-13,79.9,56.0,83.3,54.7,1971-08-13T05:37,1971-08-13T19:31,0.000,0.000,0.00,0.0,4.5,10.7
1971-08-14,82.4,57.6,84.9,57.3,1971-08-14T05:38,1971-08-14T19:30,0.000,0.000,0.00,0.0,4.8,12.3
1971-08-15,76.6,64.3,81.0,63.8,1971-08-15T05:39,1971-08-15T19:28,0.060,0.060,0.00,10.0,10.2,21.0
1971-08-16,79.3,57.0,81.9,55.1,1971-08-16T05:40,1971-08-16T19:27,0.000,0.000,0.00,0.0,8.6,19.0
1971-08-17,82.7,54.3,85.0,52.0,1971-08-17T05:41,1971-08-17T19:26,0.000,0.000,0.00,0.0,6.9,12.1
1971-08-18,83.0,57.7,88.1,56.4,1971-08-18T05:42,1971-08-18T19:24,0.000,0.000,0.00,0.0,5.5,9.8
1971-08-19,83.9,62.1,85.0,62.5,1971-08-19T05:43,1971-08-19T19:23,0.000,0.000,0.00,0.0,10.8,22.4
1971-08-20,82.5,69.6,84.7,70.5,1971-08-20T05:44,1971-08-20T19:21,0.090,0.090,0.00,8.0,11.2,28.9
1971-08-21,82.3,67.7,85.7,69.6,1971-08-21T05:44,1971-08-21T19:20,0.170,0.170,0.00,10.0,10.6,24.8
1971-08-22,82.3,64.0,86.9,65.6,1971-08-22T05:45,1971-08-22T19:18,0.110,0.110,0.00,8.0,8.8,20.1
1971-08-23,72.8,55.5,72.1,52.0,1971-08-23T05:46,1971-08-23T19:17,0.010,0.010,0.00,1.0,12.0,25.1
1971-08-24,74.2,48.8,74.8,45.4,1971-08-24T05:47,1971-08-24T19:15,0.000,0.000,0.00,0.0,7.9,13.0
1971-08-25,75.8,61.1,77.2,56.6,1971-08-25T05:48,1971-08-25T19:14,0.720,0.720,0.00,13.0,9.5,26.6
1971-08-26,79.0,64.1,80.6,65.5,1971-08-26T05:49,1971-08-26T19:12,0.120,0.120,0.00,13.0,7.1,17.2
1971-08-27,74.2,59.6,72.5,58.8,1971-08-27T05:50,1971-08-27T19:11,0.030,0.030,0.00,4.0,7.4,19.2
1971-08-28,72.1,57.6,70.2,56.1,1971-08-28T05:51,1971-08-28T19:09,0.020,0.020,0.00,4.0,11.3,24.8
1971-08-29,79.3,55.1,82.6,54.9,1971-08-29T05:52,1971-08-29T19:08,0.000,0.000,0.00,0.0,4.7,13.0
1971-08-30,82.9,58.6,86.0,58.5,1971-08-30T05:53,1971-08-30T19:06,0.000,0.000,0.00,0.0,5.2,12.1
1971-08-31,79.1,62.0,84.7,63.2,1971-08-31T05:54,1971-08-31T19:05,0.000,0.000,0.00,0.0,7.1,12.5
1971-09-01,80.6,62.7,84.7,65.0,1971-09-01T05:55,1971-09-01T19:03,0.000,0.000,0.00,1.0,5.5,10.7
1971-09-02,79.8,66.4,82.3,68.9,1971-09-02T05:56,1971-09-02T19:01,0.000,0.000,0.00,1.0,8.1,21.5
1971-09-03,76.7,66.9,81.8,70.8,1971-09-03T05:57,1971-09-03T19:00,0.080,0.080,0.00,6.0,10.7,21.3
1971-09-04,80.0,67.0,84.4,70.4,1971-09-04T05:58,1971-09-04T18:58,0.020,0.020,0.00,3.0,8.8,21.9
1971-09-05,84.3,67.3,91.3,71.7,1971-09-05T05:59,1971-09-05T18:57,0.000,0.000,0.00,1.0,6.5,15.7
1971-09-06,82.1,68.4,86.3,72.2,1971-09-06T06:00,1971-09-06T18:55,0.010,0.010,0.00,2.0,8.8,23.9
1971-09-07,79.3,67.8,84.7,71.3,1971-09-07T06:01,1971-09-07T18:53,0.040,0.040,0.00,7.0,5.7,19.2
1971-09-08,86.7,65.0,90.8,68.6,1971-09-08T06:02,1971-09-08T18:52,0.000,0.000,0.00,0.0,4.3,10.1
1971-09-09,84.8,65.9,87.9,66.6,1971-09-09T06:03,1971-09-09T18:50,0.000,0.000,0.00,0.0,8.9,17.4
1971-09-10,85.1,60.1,90.7,60.7,1971-09-10T06:04,1971-09-10T18:48,0.000,0.000,0.00,0.0,5.1,13.0
1971-09-11,74.9,65.2,77.9,67.1,1971-09-11T06:05,1971-09-11T18:47,0.010,0.010,0.00,2.0,8.1,17.7
1971-09-12,71.9,62.3,70.8,62.8,1971-09-12T06:06,1971-09-12T18:45,0.020,0.020,0.00,6.0,11.0,22.6
1971-09-13,65.8,59.5,63.0,57.6,1971-09-13T06:07,1971-09-13T18:43,0.430,0.430,0.00,20.0,14.5,33.3
1971-09-14,76.5,54.8,77.1,52.7,1971-09-14T06:08,1971-09-14T18:42,0.000,0.000,0.00,0.0,9.0,20.4
1971-09-15,78.5,60.3,81.7,58.0,1971-09-15T06:09,1971-09-15T18:40,0.000,0.000,0.00,0.0,10.4,21.9
1971-09-16,65.8,55.0,63.9,52.0,1971-09-16T06:10,1971-09-16T18:38,0.450,0.450,0.00,13.0,9.6,18.8
1971-09-17,67.9,57.5,69.1,57.3,1971-09-17T06:10,1971-09-17T18:37,0.020,0.020,0.00,4.0,10.4,21.3
1971-09-18,70.0,53.7,68.3,50.3,1971-09-18T06:11,1971-09-18T18:35,0.000,0.000,0.00,0.0,11.9,23.3
1971-09-19,71.3,60.5,74.9,60.2,1971-09-19T06:12,1971-09-19T18:33,0.310,0.310,0.00,11.0,7.1,14.3
1971-09-20,68.3,52.0,69.4,49.3,1971-09-20T06:13,1971-09-20T18:32,0.730,0.730,0.00,10.0,13.1,30.4
1971-09-21,66.7,45.5,64.3,42.3,1971-09-21T06:14,1971-09-21T18:30,0.010,0.010,0.00,2.0,7.1,13.2
1971-09-22,69.8,47.0,68.1,43.4,1971-09-22T06:15,1971-09-22T18:28,0.000,0.000,0.00,0.0,5.8,15.0
1971-09-23,70.4,52.2,65.2,49.7,1971-09-23T06:16,1971-09-23T18:27,0.000,0.000,0.00,0.0,11.9,24.6
1971-09-24,63.2,46.5,59.2,41.0,1971-09-24T06:17,1971-09-24T18:25,0.000,0.000,0.00,0.0,10.6,20.8
1971-09-25,62.5,43.1,59.1,37.2,1971-09-25T06:18,1971-09-25T18:23,0.190,0.190,0.00,8.0,9.1,21.3
1971-09-26,67.5,54.2,70.7,52.6,1971-09-26T06:19,1971-09-26T18:22,0.760,0.760,0.00,18.0,5.5,23.3
1971-09-27,75.4,62.8,79.3,63.8,1971-09-27T06:20,1971-09-27T18:20,0.000,0.000,0.00,0.0,9.2,19.9
1971-09-28,82.8,65.7,87.0,68.5,1971-09-28T06:21,1971-09-28T18:18,0.010,0.010,0.00,2.0,11.6,24.2
1971-09-29,81.9,67.9,88.0,70.6,1971-09-29T06:22,1971-09-29T18:17,0.030,0.030,0.00,4.0,9.0,19.5
1971-09-30,79.8,61.7,83.2,62.7,1971-09-30T06:23,1971-09-30T18:15,0.000,0.000,0.00,0.0,7.3,18.8
1971-10-01,81.8,57.3,84.9,57.7,1971-10-01T06:24,1971-10-01T18:13,0.000,0.000,0.00,0.0,7.4,12.8
1971-10-02,80.3,60.6,83.3,62.5,1971-10-02T06:25,1971-10-02T18:12,0.000,0.000,0.00,0.0,6.9,19.0
1971-10-03,80.2,62.0,82.2,63.8,1971-10-03T06:26,1971-10-03T18:10,0.010,0.010,0.00,3.0,7.4,16.3
1971-10-04,74.6,56.6,73.7,54.2,1971-10-04T06:27,1971-10-04T18:08,0.060,0.060,0.00,5.0,9.9,23.0
1971-10-05,71.2,51.4,67.1,48.2,1971-10-05T06:28,1971-10-05T18:07,0.000,0.000,0.00,0.0,10.9,23.3
1971-10-06,63.2,51.0,57.0,44.3,1971-10-06T06:29,1971-10-06T18:05,0.020,0.020,0.00,3.0,13.1,27.5
1971-10-07,54.6,38.9,45.9,33.6,1971-10-07T06:30,1971-10-07T18:04,0.020,0.020,0.00,3.0,12.5,26.8
1971-10-08,60.2,36.2,54.0,30.6,1971-10-08T06:31,1971-10-08T18:02,0.020,0.020,0.00,4.0,12.4,27.1
1971-10-09,57.6,45.2,54.2,41.1,1971-10-09T06:32,1971-10-09T18:00,0.370,0.370,0.00,17.0,10.0,23.5
1971-10-10,51.4,41.3,44.6,36.4,1971-10-10T06:33,1971-10-10T17:59,0.020,0.020,0.00,4.0,10.1,22.1
1971-10-11,60.9,42.9,53.5,35.6,1971-10-11T06:34,1971-10-11T17:57,0.000,0.000,0.00,0.0,15.0,35.1
1971-10-12,61.6,35.3,57.2,30.3,1971-10-12T06:35,1971-10-12T17:56,0.000,0.000,0.00,0.0,5.6,13.6
1971-10-13,70.4,43.4,67.2,37.3,1971-10-13T06:36,1971-10-13T17:54,0.020,0.020,0.00,2.0,12.5,26.2
1971-10-14,65.9,52.2,62.2,48.6,1971-10-14T06:38,1971-10-14T17:53,0.030,0.030,0.00,3.0,7.3,16.6
1971-10-15,73.4,46.9,73.7,43.1,1971-10-15T06:39,1971-10-15T17:51,0.000,0.000,0.00,0.0,6.3,12.8
1971-10-16,70.4,57.2,69.7,55.4,1971-10-16T06:40,1971-10-16T17:50,0.060,0.060,0.00,9.0,6.8,13.4
1971-10-17,68.8,52.8,70.2,50.9,1971-10-17T06:41,1971-10-17T17:48,0.010,0.010,0.00,2.0,8.3,16.6
1971-10-18,70.9,53.0,71.4,50.2,1971-10-18T06:42,1971-10-18T17:47,0.000,0.000,0.00,0.0,8.1,19.0
1971-10-19,75.5,44.5,73.3,40.2,1971-10-19T06:43,1971-10-19T17:45,0.000,0.000,0.00,0.0,8.6,14.5
1971-10-20,75.8,51.5,74.1,46.0,1971-10-20T06:44,1971-10-20T17:44,0.000,0.000,0.00,0.0,9.4,19.7
1971-10-21,72.9,55.0,73.2,52.5,1971-10-21T06:45,1971-10-21T17:42,0.000,0.000,0.00,0.0,7.9,17.9
1971-10-22,63.1,57.4,63.0,56.2,1971-10-22T06:46,1971-10-22T17:41,0.240,0.240,0.00,19.0,9.3,17.2
1971-10-23,66.5,60.5,66.6,60.8,1971-10-23T06:47,1971-10-23T17:40,0.020,0.020,0.00,5.0,9.9,20.4
1971-10-24,61.5,56.6,59.8,56.1,1971-10-24T06:48,1971-10-24T17:38,0.150,0.150,0.00,11.0,9.4,19.2
1971-10-25,59.6,54.5,56.9,54.2,1971-10-25T06:50,1971-10-25T17:37,0.000,0.000,0.00,1.0,9.9,21.7
1971-10-26,64.5,50.9,62.2,50.0,1971-10-26T06:51,1971-10-26T17:36,0.000,0.000,0.00,0.0,8.0,17.9
1971-10-27,71.2,48.9,65.6,45.2,1971-10-27T06:52,1971-10-27T17:34,0.000,0.000,0.00,0.0,14.2,29.3
1971-10-28,71.6,49.6,70.3,48.0,1971-10-28T06:53,1971-10-28T17:33,0.000,0.000,0.00,0.0,8.7,20.1
1971-10-29,74.3,44.9,72.2,41.6,1971-10-29T06:54,1971-10-29T17:32,0.000,0.000,0.00,0.0,4.8,11.0
1971-10-30,74.8,48.8,74.8,45.2,1971-10-30T06:55,1971-10-30T17:30,0.000,0.000,0.00,0.0,7.6,14.1
1971-10-31,71.5,55.1,70.8,50.7,1971-10-31T06:56,1971-10-31T17:29,0.000,0.000,0.00,0.0,9.3,19.9
1971-11-01,68.6,49.3,67.7,43.5,1971-11-01T06:57,1971-11-01T17:28,0.000,0.000,0.00,0.0,10.2,17.7
1971-11-02,67.1,44.8,65.1,39.5,1971-11-02T06:59,1971-11-02T17:27,0.130,0.130,0.00,6.0,15.8,44.1
1971-11-03,50.1,38.6,41.6,29.7,1971-11-03T07:00,1971-11-03T17:26,0.000,0.000,0.00,1.0,14.0,29.8
1971-11-04,45.4,30.1,36.9,20.6,1971-11-04T07:01,1971-11-04T17:25,0.000,0.000,0.00,0.0,13.3,28.0
1971-11-05,57.4,30.7,48.2,23.2,1971-11-05T07:02,1971-11-05T17:23,0.000,0.000,0.00,0.0,12.3,25.5
1971-11-06,48.5,29.4,40.5,20.9,1971-11-06T07:03,1971-11-06T17:22,0.340,0.210,2.31,11.0,12.0,24.4
1971-11-07,28.7,18.5,19.0,6.9,1971-11-07T07:04,1971-11-07T17:21,0.000,0.000,0.00,0.0,14.2,29.8
1971-11-08,35.4,15.9,28.3,8.0,1971-11-08T07:06,1971-11-08T17:20,0.000,0.000,0.00,0.0,7.5,13.0
1971-11-09,33.1,26.5,26.0,18.6,1971-11-09T07:07,1971-11-09T17:19,0.090,0.000,1.54,10.0,6.5,13.0
1971-11-10,44.1,31.7,35.7,24.5,1971-11-10T07:08,1971-11-10T17:18,0.000,0.000,0.00,0.0,12.5,26.8
1971-11-11,48.3,29.2,43.4,22.7,1971-11-11T07:09,1971-11-11T17:17,0.000,0.000,0.00,0.0,7.5,13.6
1971-11-12,55.2,36.3,48.9,29.3,1971-11-12T07:10,1971-11-12T17:16,0.000,0.000,0.00,0.0,10.0,20.6
1971-11-13,54.6,40.1,48.5,33.8,1971-11-13T07:11,1971-11-13T17:16,0.000,0.000,0.00,0.0,9.0,19.5
1971-11-14,67.6,38.3,64.1,31.6,1971-11-14T07:13,1971-11-14T17:15,0.000,0.000,0.00,0.0,9.9,19.7
1971-11-15,70.6,52.8,67.6,48.2,1971-11-15T07:14,1971-11-15T17:14,0.020,0.020,0.00,3.0,10.4,25.3
1971-11-16,56.5,36.9,53.4,32.0,1971-11-16T07:15,1971-11-16T17:13,0.000,0.000,0.00,0.0,7.6,14.3
1971-11-17,64.6,38.9,62.6,33.8,1971-11-17T07:16,1971-11-17T17:12,0.000,0.000,0.00,0.0,7.2,12.8
1971-11-18,67.9,46.5,63.4,40.7,1971-11-18T07:17,1971-11-18T17:12,0.000,0.000,0.00,0.0,14.4,25.7
1971-11-19,62.4,33.0,57.6,22.7,1971-11-19T07:18,1971-11-19T17:11,0.350,0.350,0.00,8.0,14.8,30.9
1971-11-20,41.9,32.2,31.4,22.2,1971-11-20T07:19,1971-11-20T17:10,0.160,0.150,0.28,13.0,20.5,37.4
1971-11-21,36.0,27.2,26.1,16.2,1971-11-21T07:21,1971-11-21T17:09,0.100,0.030,1.19,11.0,14.2,34.2
1971-11-22,28.8,19.7,19.0,10.6,1971-11-22T07:22,1971-11-22T17:09,0.000,0.000,0.00,0.0,14.1,26.4
1971-11-23,29.7,16.4,21.1,8.2,1971-11-23T07:23,1971-11-23T17:08,0.020,0.000,0.35,4.0,7.8,17.0
1971-11-24,33.5,27.2,27.9,18.8,1971-11-24T07:24,1971-11-24T17:08,0.150,0.000,2.66,19.0,8.3,16.8
1971-11-25,34.6,25.1,28.7,17.1,1971-11-25T07:25,1971-11-25T17:07,0.000,0.000,0.00,0.0,8.6,18.6
1971-11-26,36.5,28.3,28.6,21.2,1971-11-26T07:26,1971-11-26T17:07,0.020,0.000,0.35,3.0,9.1,19.9
1971-11-27,37.7,34.1,30.4,25.4,1971-11-27T07:27,1971-11-27T17:06,0.250,0.220,0.49,15.0,11.9,25.5
1971-11-28,37.2,33.5,31.4,25.1,1971-11-28T07:28,1971-11-28T17:06,0.000,0.000,0.00,0.0,12.0,23.7
1971-11-29,43.5,34.3,39.3,24.2,1971-11-29T07:29,1971-11-29T17:06,0.590,0.460,2.38,22.0,13.2,25.9
1971-11-30,35.7,25.7,27.3,17.4,1971-11-30T07:30,1971-11-30T17:05,0.080,0.020,1.19,9.0,12.3,26.6
1971-12-01,29.5,19.1,20.2,10.8,1971-12-01T07:31,1971-12-01T17:05,0.000,0.000,0.00,0.0,8.6,19.7
1971-12-02,30.0,17.7,22.6,9.6,1971-12-02T07:32,1971-12-02T17:05,0.000,0.000,0.00,0.0,6.1,14.1
1971-12-03,32.9,16.8,26.0,8.3,1971-12-03T07:33,1971-12-03T17:05,0.000,0.000,0.00,0.0,6.2,14.5
1971-12-04,40.2,22.9,31.6,14.2,1971-12-04T07:34,1971-12-04T17:05,0.000,0.000,0.00,0.0,9.9,22.6
1971-12-05,42.5,32.6,35.3,23.7,1971-12-05T07:35,1971-12-05T17:04,0.050,0.050,0.00,7.0,10.4,20.8
1971-12-06,50.7,41.5,48.5,34.5,1971-12-06T07:36,1971-12-06T17:04,0.790,0.790,0.00,23.0,11.4,21.7
1971-12-07,49.7,42.7,45.8,38.4,1971-12-07T07:37,1971-12-07T17:04,0.730,0.730,0.00,12.0,11.7,24.6
1971-12-08,43.7,41.1,40.6,37.4,1971-12-08T07:38,1971-12-08T17:04,0.040,0.040,0.00,9.0,4.6,9.6
1971-12-09,48.2,42.5,43.3,38.0,1971-12-09T07:39,1971-12-09T17:04,0.060,0.060,0.00,5.0,9.3,18.1
1971-12-10,66.6,45.6,58.4,42.5,1971-12-10T07:40,1971-12-10T17:04,0.110,0.110,0.00,11.0,24.2,59.7
1971-12-11,55.4,30.7,48.7,23.4,1971-12-11T07:40,1971-12-11T17:04,0.000,0.000,0.00,1.0,17.3,35.3
1971-12-12,45.2,29.4,40.6,21.3,1971-12-12T07:41,1971-12-12T17:05,0.040,0.040,0.00,3.0,7.3,14.1
1971-12-13,39.6,28.0,32.7,20.6,1971-12-13T07:42,1971-12-13T17:05,0.000,0.000,0.00,0.0,8.8,19.7
1971-12-14,52.3,27.7,47.4,18.9,1971-12-14T07:43,1971-12-14T17:05,0.690,0.690,0.00,15.0,10.9,24.2
1971-12-15,64.7,51.5,57.1,43.5,1971-12-15T07:43,1971-12-15T17:05,0.400,0.400,0.00,12.0,25.6,60.4
1971-12-16,50.2,36.5,43.8,29.7,1971-12-16T07:44,1971-12-16T17:05,0.000,0.000,0.00,0.0,12.3,27.3
1971-12-17,35.1,15.8,28.2,1.2,1971-12-17T07:45,1971-12-17T17:06,0.020,0.000,0.28,3.0,20.9,41.4
1971-12-18,24.8,17.0,16.0,2.5,1971-12-18T07:45,1971-12-18T17:06,0.020,0.000,0.42,5.0,20.2,40.0
1971-12-19,38.7,21.8,27.5,10.9,1971-12-19T07:46,1971-12-19T17:07,0.160,0.000,2.87,6.0,14.6,28.6
1971-12-20,40.4,33.5,36.0,26.0,1971-12-20T07:46,1971-12-20T17:07,0.150,0.050,1.75,9.0,9.7,19.9
1971-12-21,37.4,30.2,30.1,20.9,1971-12-21T07:47,1971-12-21T17:07,0.000,0.000,0.00,0.0,10.7,20.1
1971-12-22,33.5,22.5,24.6,13.4,1971-12-22T07:47,1971-12-22T17:08,0.000,0.000,0.00,0.0,10.3,21.3
1971-12-23,44.2,25.1,32.8,15.4,1971-12-23T07:48,1971-12-23T17:09,0.030,0.030,0.00,3.0,16.1,29.3
1971-12-24,48.8,32.6,40.6,25.7,1971-12-24T07:48,1971-12-24T17:09,0.020,0.020,0.00,4.0,16.8,32.7
1971-12-25,48.0,27.9,41.4,21.7,1971-12-25T07:49,1971-12-25T17:10,0.020,0.020,0.00,4.0,13.0,25.1
1971-12-26,54.8,46.1,51.9,43.8,1971-12-26T07:49,1971-12-26T17:10,0.230,0.230,0.00,23.0,13.1,23.7
1971-12-27,61.5,44.3,56.6,41.7,1971-12-27T07:49,1971-12-27T17:11,0.120,0.120,0.00,13.0,16.2,33.1
1971-12-28,51.5,22.3,44.7,14.0,1971-12-28T07:50,1971-12-28T17:12,0.040,0.040,0.00,3.0,13.9,29.8
1971-12-29,33.6,20.2,27.3,11.3,1971-12-29T07:50,1971-12-29T17:13,0.080,0.050,0.42,7.0,8.1,15.4
1971-12-30,60.6,31.3,54.0,18.1,1971-12-30T07:50,1971-12-30T17:13,0.780,0.780,0.00,11.0,22.0,60.0
1971-12-31,30.4,25.2,21.3,16.1,1971-12-31T07:51,1971-12-31T17:14,0.010,0.000,0.14,2.0,15.6,29.5
1972-01-01,40.7,25.0,32.3,15.5,1972-01-01T07:51,1972-01-01T17:15,0.020,0.000,0.35,3.0,10.5,22.8
1972-01-02,37.4,27.6,31.7,20.1,1972-01-02T07:51,1972-01-02T17:16,0.240,0.070,3.01,14.0,14.1,26.8
1972-01-03,41.6,24.5,36.1,16.7,1972-01-03T07:51,1972-01-03T17:16,0.000,0.000,0.00,0.0,7.5,17.7
1972-01-04,36.5,28.4,30.0,20.0,1972-01-04T07:51,1972-01-04T17:17,0.460,0.090,6.65,19.0,9.7,23.3
1972-01-05,27.1,11.1,18.1,2.2,1972-01-05T07:51,1972-01-05T17:18,0.120,0.000,2.17,10.0,12.3,25.1
1972-01-06,22.3,8.6,12.4,-0.6,1972-01-06T07:51,1972-01-06T17:19,0.000,0.000,0.00,0.0,12.6,23.5
1972-01-07,33.3,22.3,23.7,10.8,1972-01-07T07:51,1972-01-07T17:20,0.040,0.000,0.63,6.0,16.7,35.6
1972-01-08,36.6,12.0,26.9,3.3,1972-01-08T07:50,1972-01-08T17:21,0.000,0.000,0.00,0.0,15.2,27.7
1972-01-09,42.2,36.6,37.0,24.8,1972-01-09T07:50,1972-01-09T17:22,0.210,0.160,0.84,18.0,19.1,45.4
1972-01-10,48.0,35.6,42.5,30.5,1972-01-10T07:50,1972-01-10T17:23,0.000,0.000,0.00,0.0,9.2,21.7
1972-01-11,45.6,28.4,40.1,21.4,1972-01-11T07:50,1972-01-11T17:24,0.000,0.000,0.00,0.0,11.0,21.0
1972-01-12,46.6,26.0,35.8,19.0,1972-01-12T07:50,1972-01-12T17:25,0.000,0.000,0.00,0.0,16.6,31.1
1972-01-13,51.9,20.1,46.3,9.1,1972-01-13T07:49,1972-01-13T17:26,0.230,0.130,1.75,13.0,16.5,35.6
1972-01-14,23.5,5.5,14.5,-6.7,1972-01-14T07:49,1972-01-14T17:27,0.000,0.000,0.00,0.0,12.6,28.2
1972-01-15,1.7,-9.9,-9.6,-21.5,1972-01-15T07:49,1972-01-15T17:28,0.000,0.000,0.00,0.0,13.0,27.3
1972-01-16,7.0,-14.4,-5.9,-25.1,1972-01-16T07:48,1972-01-16T17:29,0.000,0.000,0.00,0.0,13.7,25.9
1972-01-17,34.2,8.3,22.4,-4.8,1972-01-17T07:48,1972-01-17T17:31,0.000,0.000,0.00,0.0,16.8,32.4
1972-01-18,47.9,34.6,37.8,23.0,1972-01-18T07:47,1972-01-18T17:32,0.010,0.010,0.00,2.0,17.3,34.4
1972-01-19,46.8,31.8,39.2,25.2,1972-01-19T07:47,1972-01-19T17:33,0.040,0.040,0.00,6.0,16.8,33.3
1972-01-20,46.1,32.0,40.3,24.0,1972-01-20T07:46,1972-01-20T17:34,0.060,0.060,0.00,7.0,12.8,25.1
1972-01-21,35.2,29.5,29.0,21.9,1972-01-21T07:46,1972-01-21T17:35,0.000,0.000,0.00,0.0,9.0,21.3
