
time,ActualTempMax,ActualTempMin,FeltTemp Max,FeltTempMin,sunrise(iso8601),sunset(iso8601),precipitation_sum(inch),rain_sum(inch),snowfall_sum (cm),precipitation_hours(h),windspeed_10m_max(mp/h),windgusts_10m_max(mp/h)
1970-01-01,30.2,23.2,21.9,16.2,1970-01-01T07:51,1970-01-01T17:15,0.100,0.000,1.68,9.0,9.3,18.1
1970-01-02,28.8,20.3,23.0,13.4,1970-01-02T07:51,1970-01-02T17:16,0.110,0.000,1.96,7.0,9.9,17.7
1970-01-03,26.6,10.5,19.9,1.5,1970-01-03T07:51,1970-01-03T17:17,0.030,0.000,0.49,6.0,10.9,24.2
1970-01-04,20.8,9.5,10.8,0.6,1970-01-04T07:51,1970-01-04T17:18,0.000,0.000,0.00,0.0,9.9,20.6
1970-01-05,30.8,14.3,22.9,5.8,1970-01-05T07:51,1970-01-05T17:19,0.010,0.000,0.21,3.0,9.4,19.7
1970-01-06,20.5,11.4,12.5,2.5,1970-01-06T07:51,1970-01-06T17:20,0.010,0.000,0.14,2.0,8.6,15.7
1970-01-07,10.8,-4.9,1.6,-16.5,1970-01-07T07:50,1970-01-07T17:21,0.000,0.000,0.00,0.0,12.7,24.2
1970-01-08,-3.8,-8.3,-16.1,-20.8,1970-01-08T07:50,1970-01-08T17:22,0.030,0.000,0.49,7.0,16.4,33.3
1970-01-09,4.6,-5.1,-6.5,-18.2,1970-01-09T07:50,1970-01-09T17:23,0.040,0.000,0.77,11.0,15.2,30.2
1970-01-10,13.4,4.3,3.0,-6.7,1970-01-10T07:50,1970-01-10T17:24,0.000,0.000,0.00,0.0,10.7,20.6
1970-01-11,23.1,4.8,15.6,-3.9,1970-01-11T07:50,1970-01-11T17:25,0.130,0.000,2.31,14.0,6.4,13.6
1970-01-12,26.2,17.5,16.3,7.5,1970-01-12T07:49,1970-01-12T17:26,0.000,0.000,0.00,0.0,12.7,25.7
1970-01-13,24.4,11.9,15.1,2.5,1970-01-13T07:49,1970-01-13T17:27,0.000,0.000,0.00,0.0,9.9,19.2
1970-01-14,24.5,14.2,17.0,5.3,1970-01-14T07:49,1970-01-14T17:28,0.070,0.000,1.33,10.0,6.4,11.9
1970-01-15,34.9,12.4,27.6,3.5,1970-01-15T07:48,1970-01-15T17:29,0.000,0.000,0.00,0.0,7.5,14.1
1970-01-16,42.5,26.2,34.1,17.6,1970-01-16T07:48,1970-01-16T17:30,0.000,0.000,0.00,0.0,9.7,18.1
1970-01-17,38.9,33.9,32.8,28.0,1970-01-17T07:47,1970-01-17T17:31,0.100,0.090,0.14,18.0,7.3,15.0
1970-01-18,32.0,9.0,25.0,0.6,1970-01-18T07:47,1970-01-18T17:32,0.020,0.000,0.28,4.0,10.8,22.8
1970-01-19,16.6,2.5,7.1,-6.3,1970-01-19T07:46,1970-01-19T17:33,0.030,0.000,0.56,6.0,9.6,20.1
1970-01-20,8.3,-3.3,-2.0,-16.7,1970-01-20T07:46,1970-01-20T17:35,0.040,0.000,0.77,10.0,15.0,30.4
1970-01-21,6.5,-2.3,-4.7,-12.9,1970-01-21T07:45,1970-01-21T17:36,0.000,0.000,0.00,0.0,11.6,25.5
1970-01-22,14.6,-14.2,3.7,-23.6,1970-01-22T07:45,1970-01-22T17:37,0.000,0.000,0.00,0.0,10.5,19.0
1970-01-23,22.3,10.7,13.3,1.8,1970-01-23T07:44,1970-01-23T17:38,0.060,0.000,0.98,8.0,10.4,19.0
1970-01-24,28.1,-5.6,18.1,-14.7,1970-01-24T07:43,1970-01-24T17:39,0.070,0.010,1.12,8.0,13.5,23.9
1970-01-25,44.3,29.0,36.9,19.0,1970-01-25T07:43,1970-01-25T17:40,0.050,0.050,0.00,5.0,14.7,29.3
1970-01-26,37.0,28.6,27.7,22.2,1970-01-26T07:42,1970-01-26T17:42,0.120,0.010,1.89,13.0,14.0,29.1
1970-01-27,34.6,28.2,26.2,21.0,1970-01-27T07:41,1970-01-27T17:43,0.100,0.000,1.75,11.0,16.8,32.7
1970-01-28,54.3,29.7,47.4,20.8,1970-01-28T07:40,1970-01-28T17:44,0.090,0.090,0.00,6.0,19.3,39.1
1970-01-29,54.2,24.6,50.7,13.6,1970-01-29T07:39,1970-01-29T17:45,0.620,0.610,0.28,16.0,13.4,36.0
1970-01-30,27.3,19.0,18.4,9.0,1970-01-30T07:38,1970-01-30T17:46,0.040,0.000,0.63,9.0,12.6,25.7
1970-01-31,41.9,21.4,31.4,13.0,1970-01-31T07:37,1970-01-31T17:48,0.000,0.000,0.00,0.0,15.0,30.2
1970-02-01,45.7,34.8,35.2,23.6,1970-02-01T07:36,1970-02-01T17:49,0.000,0.000,0.00,0.0,14.3,29.1
1970-02-02,41.6,28.7,35.5,18.8,1970-02-02T07:36,1970-02-02T17:50,0.770,0.400,6.51,23.0,13.2,25.1
1970-02-03,23.5,1.0,12.4,-10.5,1970-02-03T07:35,1970-02-03T17:51,0.080,0.000,1.47,10.0,14.5,30.4
1970-02-04,20.0,-10.5,8.4,-20.7,1970-02-04T07:34,1970-02-04T17:53,0.010,0.000,0.21,3.0,14.4,28.0
1970-02-05,35.4,22.2,28.8,10.9,1970-02-05T07:32,1970-02-05T17:54,0.030,0.000,0.49,5.0,13.3,25.9
1970-02-06,33.9,25.6,27.6,18.1,1970-02-06T07:31,1970-02-06T17:55,0.000,0.000,0.00,0.0,6.5,11.2
1970-02-07,37.1,21.1,30.5,12.5,1970-02-07T07:30,1970-02-07T17:56,0.100,0.000,1.68,7.0,7.5,14.1
1970-02-08,38.0,34.2,32.2,28.8,1970-02-08T07:29,1970-02-08T17:57,0.200,0.170,0.56,13.0,7.8,14.5
1970-02-09,37.5,33.2,33.1,27.5,1970-02-09T07:28,1970-02-09T17:59,0.360,0.350,0.21,19.0,7.2,13.6
1970-02-10,33.5,26.6,26.8,16.8,1970-02-10T07:27,1970-02-10T18:00,0.040,0.000,0.70,5.0,12.0,24.6
1970-02-11,30.9,26.1,21.3,16.4,1970-02-11T07:26,1970-02-11T18:01,0.030,0.000,0.56,7.0,12.9,24.6
1970-02-12,24.8,16.4,14.7,6.0,1970-02-12T07:24,1970-02-12T18:02,0.040,0.000,0.63,6.0,14.8,30.4
1970-02-13,21.5,6.3,10.8,-2.8,1970-02-13T07:23,1970-02-13T18:03,0.030,0.000,0.49,5.0,13.2,24.2
1970-02-14,23.4,3.3,15.0,-5.9,1970-02-14T07:22,1970-02-14T18:05,0.070,0.000,1.26,13.0,7.3,15.9
1970-02-15,26.1,17.3,17.4,8.7,1970-02-15T07:21,1970-02-15T18:06,0.190,0.000,3.36,13.0,9.1,19.9
1970-02-16,30.3,7.6,23.5,-1.1,1970-02-16T07:19,1970-02-16T18:07,0.000,0.000,0.00,0.0,7.1,12.3
1970-02-17,40.7,13.0,32.7,4.4,1970-02-17T07:18,1970-02-17T18:08,0.000,0.000,0.00,0.0,8.3,13.9
1970-02-18,52.4,31.1,43.3,22.1,1970-02-18T07:17,1970-02-18T18:09,0.000,0.000,0.00,1.0,14.4,27.3
1970-02-19,42.2,21.8,35.2,10.3,1970-02-19T07:15,1970-02-19T18:11,0.050,0.030,0.35,6.0,13.9,27.7
1970-02-20,23.6,14.3,12.5,1.5,1970-02-20T07:14,1970-02-20T18:12,0.010,0.000,0.14,2.0,14.8,29.3
1970-02-21,36.9,15.5,26.5,4.8,1970-02-21T07:12,1970-02-21T18:13,0.000,0.000,0.00,0.0,14.1,29.3
1970-02-22,53.9,33.8,43.8,23.9,1970-02-22T07:11,1970-02-22T18:14,0.000,0.000,0.00,0.0,18.0,36.9
1970-02-23,41.2,27.4,32.5,18.5,1970-02-23T07:10,1970-02-23T18:15,0.000,0.000,0.00,0.0,9.3,23.0
1970-02-24,50.4,28.2,40.3,19.0,1970-02-24T07:08,1970-02-24T18:16,0.000,0.000,0.00,0.0,13.5,29.1
1970-02-25,43.6,11.2,35.4,-0.8,1970-02-25T07:07,1970-02-25T18:17,0.040,0.020,0.49,10.0,16.8,35.1
1970-02-26,30.3,6.5,19.0,-4.1,1970-02-26T07:05,1970-02-26T18:19,0.000,0.000,0.00,0.0,15.3,33.6
1970-02-27,35.9,28.3,24.5,18.4,1970-02-27T07:04,1970-02-27T18:20,0.020,0.000,0.35,4.0,16.3,33.1
1970-02-28,38.2,21.5,30.7,13.4,1970-02-28T07:02,1970-02-28T18:21,0.000,0.000,0.00,0.0,7.0,16.3
1970-03-01,55.1,28.6,47.5,20.0,1970-03-01T07:01,1970-03-01T18:22,0.030,0.020,0.07,2.0,8.5,18.8
1970-03-02,46.9,42.0,44.0,38.4,1970-03-02T06:59,1970-03-02T18:23,0.140,0.140,0.00,9.0,6.8,11.6
1970-03-03,61.9,43.6,58.5,39.1,1970-03-03T06:58,1970-03-03T18:24,0.290,0.290,0.00,13.0,10.8,22.1
1970-03-04,54.1,46.5,51.7,41.3,1970-03-04T06:56,1970-03-04T18:25,0.950,0.950,0.00,22.0,12.4,24.4
1970-03-05,41.8,29.7,35.2,21.6,1970-03-05T06:55,1970-03-05T18:26,0.020,0.010,0.28,6.0,12.7,27.1
1970-03-06,45.5,23.4,38.4,16.0,1970-03-06T06:53,1970-03-06T18:27,0.000,0.000,0.00,0.0,6.4,14.3
1970-03-07,47.4,31.8,37.1,25.2,1970-03-07T06:52,1970-03-07T18:29,0.000,0.000,0.00,1.0,13.5,28.2
1970-03-08,37.8,22.4,29.5,13.3,1970-03-08T06:50,1970-03-08T18:30,0.000,0.000,0.00,0.0,11.6,23.5
1970-03-09,36.5,23.5,26.4,13.4,1970-03-09T06:48,1970-03-09T18:31,0.050,0.000,0.91,8.0,10.4,21.9
1970-03-10,32.1,21.9,23.3,12.2,1970-03-10T06:47,1970-03-10T18:32,0.000,0.000,0.00,0.0,9.2,19.0
1970-03-11,39.1,20.5,29.8,12.6,1970-03-11T06:45,1970-03-11T18:33,0.000,0.000,0.00,0.0,8.5,19.0
1970-03-12,31.7,26.8,20.9,16.0,1970-03-12T06:44,1970-03-12T18:34,0.220,0.000,3.92,16.0,13.0,28.6
1970-03-13,34.1,21.3,24.7,11.0,1970-03-13T06:42,1970-03-13T18:35,0.020,0.000,0.35,4.0,12.3,25.3
1970-03-14,26.6,18.2,16.4,6.9,1970-03-14T06:40,1970-03-14T18:36,0.040,0.000,0.77,11.0,15.3,32.4
1970-03-15,24.6,12.7,14.9,3.8,1970-03-15T06:39,1970-03-15T18:37,0.050,0.000,0.84,9.0,9.8,23.7
1970-03-16,28.7,11.5,20.1,2.0,1970-03-16T06:37,1970-03-16T18:38,0.000,0.000,0.00,0.0,9.0,19.9
1970-03-17,36.0,18.2,28.8,11.3,1970-03-17T06:35,1970-03-17T18:39,0.080,0.000,1.33,5.0,7.2,15.9
1970-03-18,39.4,32.7,33.9,25.4,1970-03-18T06:34,1970-03-18T18:40,0.210,0.010,3.57,11.0,8.1,15.9
1970-03-19,49.5,36.0,44.2,29.7,1970-03-19T06:32,1970-03-19T18:41,0.030,0.030,0.00,5.0,10.7,21.5
1970-03-20,46.1,36.0,38.4,25.9,1970-03-20T06:31,1970-03-20T18:42,0.060,0.060,0.00,6.0,17.2,35.3
1970-03-21,44.1,34.6,37.9,25.0,1970-03-21T06:29,1970-03-21T18:43,0.010,0.010,0.07,2.0,12.8,25.5
1970-03-22,36.2,32.8,29.2,25.3,1970-03-22T06:27,1970-03-22T18:45,0.390,0.070,5.67,15.0,10.4,21.0
1970-03-23,38.4,33.4,29.6,24.1,1970-03-23T06:26,1970-03-23T18:46,0.100,0.060,0.63,16.0,12.9,27.1
1970-03-24,38.8,32.5,30.4,24.6,1970-03-24T06:24,1970-03-24T18:47,0.060,0.030,0.49,10.0,12.5,28.4
1970-03-25,48.3,28.8,43.4,22.6,1970-03-25T06:22,1970-03-25T18:48,0.170,0.170,0.00,7.0,12.1,25.1
1970-03-26,49.4,32.3,40.8,20.7,1970-03-26T06:21,1970-03-26T18:49,0.380,0.370,0.07,10.0,26.2,50.8
1970-03-27,43.6,31.7,33.5,21.3,1970-03-27T06:19,1970-03-27T18:50,0.000,0.000,0.00,0.0,12.9,28.4
1970-03-28,47.9,31.2,38.5,22.1,1970-03-28T06:17,1970-03-28T18:51,0.000,0.000,0.00,0.0,13.4,30.9
1970-03-29,33.1,26.4,24.0,15.5,1970-03-29T06:16,1970-03-29T18:52,0.140,0.000,2.38,10.0,13.5,28.0
1970-03-30,44.3,24.2,37.9,15.5,1970-03-30T06:14,1970-03-30T18:53,0.000,0.000,0.00,0.0,7.5,16.3
1970-03-31,46.9,30.8,41.5,23.1,1970-03-31T06:13,1970-03-31T18:54,0.000,0.000,0.00,0.0,7.2,15.7
1970-04-01,52.0,34.3,45.6,25.9,1970-04-01T06:11,1970-04-01T18:55,0.380,0.380,0.00,6.0,17.0,48.5
1970-04-02,58.3,31.2,55.8,19.5,1970-04-02T06:09,1970-04-02T18:56,1.880,1.790,1.61,19.0,24.8,57.9
1970-04-03,49.2,30.3,38.7,19.3,1970-04-03T06:08,1970-04-03T18:57,0.000,0.000,0.00,0.0,18.4,38.5
1970-04-04,42.7,31.3,32.8,24.0,1970-04-04T06:06,1970-04-04T18:58,0.020,0.010,0.14,4.0,13.4,29.1
1970-04-05,48.9,26.7,43.5,19.9,1970-04-05T06:04,1970-04-05T18:59,0.000,0.000,0.00,0.0,6.5,16.3
1970-04-06,46.8,34.5,40.4,26.2,1970-04-06T06:03,1970-04-06T19:00,0.200,0.170,0.56,13.0,12.1,27.5
1970-04-07,49.4,34.4,45.1,26.7,1970-04-07T06:01,1970-04-07T19:01,0.000,0.000,0.00,0.0,11.8,22.8
1970-04-08,68.9,37.5,59.8,29.3,1970-04-08T06:00,1970-04-08T19:02,0.010,0.010,0.00,2.0,15.2,32.0
1970-04-09,59.8,43.4,54.0,35.5,1970-04-09T05:58,1970-04-09T19:03,0.060,0.060,0.00,6.0,17.9,38.0
1970-04-10,48.8,35.4,39.0,26.8,1970-04-10T05:57,1970-04-10T19:04,0.000,0.000,0.00,0.0,14.3,32.0
1970-04-11,47.2,28.6,42.0,21.0,1970-04-11T05:55,1970-04-11T19:05,0.010,0.010,0.00,2.0,8.4,15.7
1970-04-12,61.6,36.8,54.2,28.4,1970-04-12T05:53,1970-04-12T19:06,0.000,0.000,0.00,1.0,10.9,21.7
1970-04-13,62.5,43.8,59.2,36.1,1970-04-13T05:52,1970-04-13T19:07,0.450,0.450,0.00,12.0,9.7,21.5
1970-04-14,48.8,42.2,45.9,36.5,1970-04-14T05:50,1970-04-14T19:08,0.690,0.690,0.00,19.0,8.7,19.0
1970-04-15,62.7,37.0,59.8,30.3,1970-04-15T05:49,1970-04-15T19:09,0.000,0.000,0.00,0.0,8.2,17.4
1970-04-16,65.4,40.7,63.3,34.6,1970-04-16T05:47,1970-04-16T19:10,0.020,0.020,0.00,3.0,6.4,15.9
1970-04-17,70.6,46.1,69.1,42.5,1970-04-17T05:46,1970-04-17T19:11,0.010,0.010,0.00,2.0,11.8,24.4
1970-04-18,54.5,38.7,50.7,31.0,1970-04-18T05:44,1970-04-18T19:12,0.000,0.000,0.00,0.0,10.8,21.7
1970-04-19,57.2,43.9,52.6,35.8,1970-04-19T05:43,1970-04-19T19:13,0.470,0.470,0.00,15.0,16.0,34.2
1970-04-20,64.4,50.7,56.8,40.0,1970-04-20T05:41,1970-04-20T19:14,0.320,0.320,0.00,11.0,24.6,53.5
1970-04-21,58.7,45.0,51.3,37.4,1970-04-21T05:40,1970-04-21T19:16,0.060,0.060,0.00,6.0,19.1,38.7
1970-04-22,68.2,39.3,65.1,34.9,1970-04-22T05:39,1970-04-22T19:17,0.000,0.000,0.00,0.0,11.7,20.8
1970-04-23,70.4,58.0,66.8,56.6,1970-04-23T05:37,1970-04-23T19:18,0.140,0.140,0.00,9.0,16.4,37.4
1970-04-24,62.5,47.8,61.1,40.8,1970-04-24T05:36,1970-04-24T19:19,1.990,1.990,0.00,14.0,17.2,39.8
1970-04-25,69.3,45.2,65.7,39.7,1970-04-25T05:34,1970-04-25T19:20,0.000,0.000,0.00,0.0,10.0,23.0
1970-04-26,71.8,52.8,71.8,48.9,1970-04-26T05:33,1970-04-26T19:21,0.000,0.000,0.00,0.0,6.8,17.7
1970-04-27,76.2,54.0,77.2,51.6,1970-04-27T05:32,1970-04-27T19:22,0.000,0.000,0.00,0.0,7.8,18.3
1970-04-28,70.6,58.3,72.9,57.7,1970-04-28T05:30,1970-04-28T19:23,0.140,0.140,0.00,13.0,8.8,19.2
1970-04-29,80.3,63.1,82.6,64.6,1970-04-29T05:29,1970-04-29T19:24,0.000,0.000,0.00,0.0,7.4,17.2
1970-04-30,83.0,66.8,86.7,67.7,1970-04-30T05:28,1970-04-30T19:25,0.070,0.070,0.00,9.0,11.8,27.7
1970-05-01,82.1,65.7,79.5,63.0,1970-05-01T05:26,1970-05-01T19:26,0.050,0.050,0.00,3.0,18.5,38.7
1970-05-02,58.4,43.8,53.2,36.2,1970-05-02T05:25,1970-05-02T19:27,0.380,0.380,0.00,14.0,11.9,22.8
1970-05-03,56.8,37.8,53.1,30.7,1970-05-03T05:24,1970-05-03T19:28,0.000,0.000,0.00,0.0,8.1,15.0
1970-05-04,68.6,42.6,65.6,36.8,1970-05-04T05:23,1970-05-04T19:29,0.020,0.020,0.00,2.0,9.7,23.7
1970-05-05,70.9,41.5,64.5,32.9,1970-05-05T05:22,1970-05-05T19:30,0.020,0.020,0.00,2.0,18.0,42.3
1970-05-06,49.0,35.7,41.0,27.7,1970-05-06T05:20,1970-05-06T19:31,0.000,0.000,0.00,0.0,10.6,24.2
1970-05-07,62.3,29.6,55.4,23.8,1970-05-07T05:19,1970-05-07T19:32,0.000,0.000,0.00,0.0,9.4,21.7
1970-05-08,80.2,53.6,78.5,46.3,1970-05-08T05:18,1970-05-08T19:33,0.000,0.000,0.00,0.0,14.7,30.9
1970-05-09,80.9,62.6,79.4,60.9,1970-05-09T05:17,1970-05-09T19:34,0.000,0.000,0.00,0.0,16.3,33.8
1970-05-10,71.9,61.4,69.6,60.4,1970-05-10T05:16,1970-05-10T19:35,0.070,0.070,0.00,4.0,14.7,38.0
1970-05-11,75.6,59.6,76.0,59.1,1970-05-11T05:15,1970-05-11T19:36,0.280,0.280,0.00,12.0,10.8,23.7
1970-05-12,68.6,58.7,70.0,58.6,1970-05-12T05:14,1970-05-12T19:37,0.150,0.150,0.00,11.0,11.5,19.0
1970-05-13,73.8,59.5,74.2,58.5,1970-05-13T05:13,1970-05-13T19:38,0.690,0.690,0.00,15.0,10.7,28.0
1970-05-14,71.8,52.6,74.7,50.5,1970-05-14T05:12,1970-05-14T19:39,0.020,0.020,0.00,2.0,9.1,17.7
1970-05-15,82.3,61.8,82.0,61.8,1970-05-15T05:11,1970-05-15T19:40,0.210,0.210,0.00,7.0,12.8,27.3
1970-05-16,63.7,51.1,63.4,46.2,1970-05-16T05:10,1970-05-16T19:41,0.220,0.220,0.00,6.0,9.6,22.4
1970-05-17,57.4,45.8,51.7,41.7,1970-05-17T05:09,1970-05-17T19:42,0.070,0.070,0.00,10.0,12.0,25.5
1970-05-18,69.7,40.7,68.2,37.0,1970-05-18T05:08,1970-05-18T19:43,0.000,0.000,0.00,0.0,6.0,15.7
1970-05-19,80.8,52.4,82.6,47.8,1970-05-19T05:08,1970-05-19T19:44,0.000,0.000,0.00,0.0,9.3,20.6
1970-05-20,82.6,60.9,86.1,61.1,1970-05-20T05:07,1970-05-20T19:45,0.000,0.000,0.00,0.0,7.1,13.6
1970-05-21,84.4,60.1,88.1,57.9,1970-05-21T05:06,1970-05-21T19:45,0.000,0.000,0.00,0.0,7.8,16.8
1970-05-22,84.0,61.7,85.6,60.9,1970-05-22T05:05,1970-05-22T19:46,0.000,0.000,0.00,0.0,10.1,21.5
1970-05-23,82.1,63.4,84.1,63.5,1970-05-23T05:05,1970-05-23T19:47,0.080,0.080,0.00,3.0,10.2,23.0
1970-05-24,78.4,61.5,81.4,63.8,1970-05-24T05:04,1970-05-24T19:48,0.080,0.080,0.00,9.0,9.2,27.7
1970-05-25,83.1,62.8,84.4,63.6,1970-05-25T05:03,1970-05-25T19:49,0.310,0.310,0.00,6.0,15.2,33.1
1970-05-26,69.8,50.6,65.5,44.7,1970-05-26T05:03,1970-05-26T19:50,0.000,0.000,0.00,0.0,15.3,32.4
1970-05-27,64.1,45.1,63.3,39.8,1970-05-27T05:02,1970-05-27T19:51,0.000,0.000,0.00,0.0,8.1,19.2
1970-05-28,72.9,47.9,71.3,42.5,1970-05-28T05:01,1970-05-28T19:51,0.000,0.000,0.00,0.0,9.2,19.0
1970-05-29,80.5,57.1,84.3,53.1,1970-05-29T05:01,1970-05-29T19:52,0.000,0.000,0.00,0.0,10.7,22.1
1970-05-30,77.7,61.4,76.9,56.9,1970-05-30T05:00,1970-05-30T19:53,0.000,0.000,0.00,0.0,11.4,22.4
1970-05-31,78.3,64.1,78.8,62.9,1970-05-31T05:00,1970-05-31T19:54,0.020,0.020,0.00,1.0,10.6,24.2
1970-06-01,82.2,65.7,83.4,65.7,1970-06-01T04:59,1970-06-01T19:54,0.010,0.010,0.00,2.0,13.6,28.4
1970-06-02,78.7,68.7,80.0,67.6,1970-06-02T04:59,1970-06-02T19:55,0.030,0.030,0.00,4.0,17.9,37.8
1970-06-03,66.5,56.1,68.6,52.4,1970-06-03T04:59,1970-06-03T19:56,0.370,0.370,0.00,19.0,10.9,24.6
1970-06-04,70.0,53.2,72.0,50.2,1970-06-04T04:58,1970-06-04T19:57,0.070,0.070,0.00,6.0,8.4,15.4
1970-06-05,73.0,61.7,76.3,61.5,1970-06-05T04:58,1970-06-05T19:57,0.380,0.380,0.00,17.0,6.0,14.5
1970-06-06,69.3,53.7,66.2,51.0,1970-06-06T04:58,1970-06-06T19:58,0.000,0.000,0.00,0.0,13.5,30.4
1970-06-07,80.7,49.9,79.9,47.9,1970-06-07T04:58,1970-06-07T19:58,0.000,0.000,0.00,0.0,10.1,23.5
1970-06-08,85.7,62.0,88.4,60.8,1970-06-08T04:57,1970-06-08T19:59,0.000,0.000,0.00,0.0,8.5,19.7
1970-06-09,86.2,62.0,89.8,61.4,1970-06-09T04:57,1970-06-09T20:00,0.000,0.000,0.00,0.0,5.0,11.0
1970-06-10,85.5,62.6,87.2,63.9,1970-06-10T04:57,1970-06-10T20:00,0.000,0.000,0.00,0.0,5.4,13.2
1970-06-11,83.8,65.4,88.5,65.7,1970-06-11T04:57,1970-06-11T20:01,0.060,0.060,0.00,4.0,6.3,14.8
1970-06-12,86.3,65.7,92.8,67.5,1970-06-12T04:57,1970-06-12T20:01,0.080,0.080,0.00,5.0,5.1,17.7
1970-06-13,81.0,65.1,83.2,67.9,1970-06-13T04:57,1970-06-13T20:02,0.180,0.180,0.00,11.0,6.8,18.8
1970-06-14,80.4,62.4,87.0,61.8,1970-06-14T04:57,1970-06-14T20:02,0.230,0.230,0.00,13.0,8.1,15.9
1970-06-15,80.3,67.3,86.3,69.2,1970-06-15T04:57,1970-06-15T20:02,0.430,0.430,0.00,17.0,7.6,20.6
1970-06-16,83.3,67.4,87.5,69.8,1970-06-16T04:57,1970-06-16T20:03,0.130,0.130,0.00,10.0,9.9,22.8
1970-06-17,85.0,67.7,91.5,70.0,1970-06-17T04:57,1970-06-17T20:03,0.130,0.130,0.00,9.0,10.9,23.3
1970-06-18,84.6,67.5,87.8,69.2,1970-06-18T04:57,1970-06-18T20:03,0.010,0.010,0.00,2.0,17.2,37.1
1970-06-19,68.8,55.0,67.4,51.6,1970-06-19T04:57,1970-06-19T20:04,0.000,0.000,0.00,0.0,13.0,28.6
1970-06-20,70.4,47.1,71.6,42.5,1970-06-20T04:57,1970-06-20T20:04,0.000,0.000,0.00,0.0,7.5,14.1
1970-06-21,67.7,55.5,70.3,52.2,1970-06-21T04:58,1970-06-21T20:04,0.360,0.360,0.00,12.0,11.7,27.5
1970-06-22,74.3,51.1,73.6,49.1,1970-06-22T04:58,1970-06-22T20:04,0.000,0.000,0.00,0.0,6.4,16.1
1970-06-23,79.8,53.5,82.6,51.7,1970-06-23T04:58,1970-06-23T20:05,0.000,0.000,0.00,0.0,5.8,14.1
1970-06-24,81.7,58.4,81.1,56.0,1970-06-24T04:58,1970-06-24T20:05,0.000,0.000,0.00,0.0,12.2,24.6
1970-06-25,75.5,57.6,76.4,54.5,1970-06-25T04:59,1970-06-25T20:05,0.060,0.060,0.00,4.0,10.9,21.7
1970-06-26,71.7,58.4,73.2,56.1,1970-06-26T04:59,1970-06-26T20:05,0.550,0.550,0.00,10.0,11.2,25.5
1970-06-27,68.0,54.8,66.1,51.1,1970-06-27T05:00,1970-06-27T20:05,0.000,0.000,0.00,0.0,13.0,27.5
1970-06-28,75.0,49.1,75.4,46.9,1970-06-28T05:00,1970-06-28T20:05,0.000,0.000,0.00,0.0,6.8,14.8
1970-06-29,82.8,61.1,79.8,57.8,1970-06-29T05:00,1970-06-29T20:05,0.000,0.000,0.00,1.0,15.6,33.1
1970-06-30,90.7,72.1,98.2,70.6,1970-06-30T05:01,1970-06-30T20:05,0.060,0.060,0.00,6.0,12.4,25.9
1970-07-01,91.1,72.2,99.3,79.1,1970-07-01T05:01,1970-07-01T20:05,0.000,0.000,0.00,0.0,13.0,26.2
1970-07-02,86.7,76.7,94.1,80.4,1970-07-02T05:02,1970-07-02T20:04,0.010,0.010,0.00,2.0,9.2,16.8
1970-07-03,85.8,71.0,91.4,73.2,1970-07-03T05:02,1970-07-03T20:04,0.260,0.260,0.00,7.0,12.2,26.8
1970-07-04,72.4,61.0,71.3,58.3,1970-07-04T05:03,1970-07-04T20:04,0.030,0.030,0.00,3.0,15.3,32.0
1970-07-05,68.8,56.4,69.8,53.8,1970-07-05T05:04,1970-07-05T20:04,0.060,0.060,0.00,8.0,8.1,18.8
1970-07-06,78.3,53.4,79.6,52.8,1970-07-06T05:04,1970-07-06T20:04,0.000,0.000,0.00,0.0,6.3,15.4
1970-07-07,79.7,57.4,79.0,56.1,1970-07-07T05:05,1970-07-07T20:03,0.000,0.000,0.00,0.0,9.3,20.4
1970-07-08,75.3,61.7,75.8,61.4,1970-07-08T05:05,1970-07-08T20:03,0.910,0.910,0.00,10.0,11.9,27.5
1970-07-09,72.6,60.4,77.2,60.6,1970-07-09T05:06,1970-07-09T20:03,0.230,0.230,0.00,12.0,7.3,16.3
1970-07-10,71.2,57.8,73.3,57.8,1970-07-10T05:07,1970-07-10T20:02,0.300,0.300,0.00,13.0,7.5,19.5
1970-07-11,77.3,62.0,77.7,62.9,1970-07-11T05:07,1970-07-11T20:02,0.020,0.020,0.00,4.0,9.6,21.0
1970-07-12,83.4,62.3,87.2,64.3,1970-07-12T05:08,1970-07-12T20:01,0.000,0.000,0.00,0.0,7.8,18.6
1970-07-13,83.7,63.7,91.1,64.0,1970-07-13T05:09,1970-07-13T20:01,0.000,0.000,0.00,0.0,5.5,11.0
1970-07-14,85.7,69.7,90.7,72.9,1970-07-14T05:10,1970-07-14T20:00,0.000,0.000,0.00,0.0,13.0,22.1
1970-07-15,86.3,71.1,90.3,73.2,1970-07-15T05:10,1970-07-15T20:00,0.440,0.440,0.00,10.0,14.9,36.0
1970-07-16,76.1,61.5,75.5,59.3,1970-07-16T05:11,1970-07-16T19:59,0.000,0.000,0.00,0.0,15.2,27.7
1970-07-17,81.2,58.4,83.2,57.3,1970-07-17T05:12,1970-07-17T19:58,0.000,0.000,0.00,0.0,8.0,16.8
1970-07-18,81.3,63.5,85.8,63.2,1970-07-18T05:13,1970-07-18T19:58,0.010,0.010,0.00,1.0,6.2,13.6
1970-07-19,76.2,64.6,76.6,66.8,1970-07-19T05:14,1970-07-19T19:57,0.110,0.110,0.00,8.0,11.0,25.5
