
time,ActualTempMax,ActualTempmMin,FeltTempMax,FeltTempMin,sunrise(iso8601),sunset(iso8601),precipitation_sum(inch),rain_sum(inch),snowfall_sum(cm),precipitation_hours(h),windspeed_10m_max(mp/h),windgusts_10m_max(mp/h)
2018-11-29,33.2,22.5,26.9,15.3,2018-11-29T07:29,2018-11-29T17:06,0.000,0.000,0.00,0.0,8.6,17.9
2018-11-30,41.5,33.5,37.1,27.2,2018-11-30T07:30,2018-11-30T17:05,0.000,0.000,0.00,0.0,5.0,11.4
2018-12-01,51.0,35.3,44.7,28.7,2018-12-01T07:32,2018-12-01T17:05,0.480,0.480,0.00,9.0,13.9,30.0
2018-12-02,63.2,44.4,55.7,34.8,2018-12-02T07:32,2018-12-02T17:05,0.280,0.280,0.00,7.0,15.0,38.3
2018-12-03,43.0,33.7,33.6,26.5,2018-12-03T07:33,2018-12-03T17:05,0.080,0.080,0.00,7.0,13.3,27.5
2018-12-04,33.1,29.5,25.7,23.2,2018-12-04T07:34,2018-12-04T17:05,0.000,0.000,0.00,0.0,8.1,16.8
2018-12-05,30.9,27.5,23.9,18.6,2018-12-05T07:35,2018-12-05T17:04,0.000,0.000,0.77,1.0,11.3,25.1
2018-12-06,33.9,26.6,24.8,17.4,2018-12-06T07:36,2018-12-06T17:04,0.110,0.000,2.03,7.0,13.2,27.5
2018-12-07,30.0,20.2,22.4,13.4,2018-12-07T07:37,2018-12-07T17:04,0.000,0.000,0.00,0.0,7.6,17.4
2018-12-08,26.3,18.2,19.2,9.3,2018-12-08T07:38,2018-12-08T17:04,0.000,0.000,0.00,0.0,8.7,17.9
2018-12-09,35.2,18.4,27.9,9.9,2018-12-09T07:39,2018-12-09T17:04,0.000,0.000,0.00,0.0,6.6,13.0
2018-12-10,28.4,18.6,21.9,11.4,2018-12-10T07:40,2018-12-10T17:04,0.000,0.000,0.00,0.0,6.1,12.8
2018-12-11,36.9,17.6,27.8,8.9,2018-12-11T07:41,2018-12-11T17:04,0.000,0.000,0.00,0.0,12.4,26.8
2018-12-12,40.3,26.5,32.2,20.4,2018-12-12T07:41,2018-12-12T17:05,0.010,0.010,0.00,1.0,11.5,24.8
2018-12-13,46.8,31.8,41.7,25.9,2018-12-13T07:42,2018-12-13T17:05,0.010,0.010,0.00,1.0,8.4,17.7
2018-12-14,54.8,37.6,49.8,31.6,2018-12-14T07:43,2018-12-14T17:05,0.020,0.020,0.00,5.0,7.7,14.3
2018-12-15,47.0,44.0,40.0,36.6,2018-12-15T07:44,2018-12-15T17:05,0.730,0.730,0.00,15.0,16.3,34.9
2018-12-16,44.5,36.9,39.4,30.1,2018-12-16T07:44,2018-12-16T17:06,0.120,0.120,0.00,5.0,11.9,22.1
2018-12-17,40.4,31.8,31.4,24.7,2018-12-17T07:45,2018-12-17T17:06,0.000,0.000,0.00,0.0,12.7,27.5
2018-12-18,38.4,27.4,33.1,21.1,2018-12-18T07:45,2018-12-18T17:06,0.000,0.000,0.00,0.0,6.1,11.9
2018-12-19,45.3,26.9,38.4,19.9,2018-12-19T07:46,2018-12-19T17:07,0.000,0.000,0.00,0.0,8.0,15.7
2018-12-20,45.6,36.7,40.5,29.3,2018-12-20T07:47,2018-12-20T17:07,0.580,0.580,0.00,9.0,11.0,23.0
2018-12-21,41.4,36.9,34.6,28.6,2018-12-21T07:47,2018-12-21T17:08,0.360,0.360,0.00,6.0,13.9,28.2
2018-12-22,36.2,30.8,27.9,22.4,2018-12-22T07:48,2018-12-22T17:08,0.010,0.000,0.28,2.0,14.1,26.4
2018-12-23,38.1,30.7,31.8,23.3,2018-12-23T07:48,2018-12-23T17:09,0.000,0.000,0.00,0.0,7.5,16.3
2018-12-24,33.5,28.1,25.2,20.0,2018-12-24T07:48,2018-12-24T17:09,0.000,0.000,0.00,0.0,14.3,29.8
2018-12-25,36.2,26.3,30.4,20.0,2018-12-25T07:49,2018-12-25T17:10,0.000,0.000,0.00,0.0,4.9,11.4
2018-12-26,45.6,27.9,40.4,21.6,2018-12-26T07:49,2018-12-26T17:10,0.000,0.000,0.00,0.0,6.5,10.3
2018-12-27,48.5,33.8,38.8,25.4,2018-12-27T07:49,2018-12-27T17:11,0.430,0.430,0.00,11.0,20.8,52.8
2018-12-28,55.3,35.5,51.5,26.2,2018-12-28T07:50,2018-12-28T17:12,0.290,0.290,0.00,10.0,17.6,51.5
2018-12-29,34.5,31.1,26.6,21.7,2018-12-29T07:50,2018-12-29T17:13,0.000,0.000,0.00,0.0,11.0,23.5
2018-12-30,38.0,29.4,29.8,21.9,2018-12-30T07:50,2018-12-30T17:14,0.000,0.000,0.00,0.0,8.6,19.9
2018-12-31,59.6,33.6,52.6,26.4,2018-12-31T07:51,2018-12-31T17:14,1.090,1.090,0.00,16.0,22.6,46.5
2019-01-01,54.9,36.3,45.8,31.4,2019-01-01T07:51,2019-01-01T17:15,0.020,0.020,0.00,3.0,20.5,44.5
2019-01-02,40.0,33.4,32.5,27.1,2019-01-02T07:51,2019-01-02T17:16,0.000,0.000,0.00,0.0,11.5,25.1
2019-01-03,35.5,30.3,27.6,22.6,2019-01-03T07:51,2019-01-03T17:17,0.000,0.000,0.00,0.0,11.7,23.9
2019-01-04,46.0,31.2,39.7,23.6,2019-01-04T07:51,2019-01-04T17:18,0.090,0.090,0.00,3.0,7.8,14.1
2019-01-05,48.2,33.5,41.0,25.7,2019-01-05T07:51,2019-01-05T17:18,0.020,0.020,0.00,2.0,11.1,20.6
2019-01-06,42.6,33.4,36.2,25.1,2019-01-06T07:51,2019-01-06T17:19,0.000,0.000,0.00,0.0,11.0,20.8
2019-01-07,54.1,32.2,46.4,22.3,2019-01-07T07:50,2019-01-07T17:20,0.110,0.110,0.00,5.0,17.2,39.4
2019-01-08,58.7,40.5,52.1,29.4,2019-01-08T07:50,2019-01-08T17:21,0.330,0.330,0.00,9.0,19.3,43.4
2019-01-09,40.0,21.0,29.3,8.9,2019-01-09T07:50,2019-01-09T17:22,0.020,0.000,0.70,4.0,17.2,36.5
2019-01-10,24.5,19.1,15.7,7.7,2019-01-10T07:50,2019-01-10T17:23,0.000,0.000,0.00,0.0,14.5,31.3
2019-01-11,29.6,22.6,23.1,15.4,2019-01-11T07:50,2019-01-11T17:24,0.000,0.000,0.00,0.0,5.4,11.4
2019-01-12,28.3,26.1,20.1,18.4,2019-01-12T07:49,2019-01-12T17:25,0.290,0.000,5.18,15.0,7.8,16.3
2019-01-13,32.0,24.0,23.0,15.7,2019-01-13T07:49,2019-01-13T17:26,0.030,0.000,0.77,5.0,10.6,21.9
2019-01-14,28.7,18.4,22.3,10.6,2019-01-14T07:49,2019-01-14T17:28,0.000,0.000,0.00,0.0,6.6,16.8
2019-01-15,27.9,16.2,18.3,8.3,2019-01-15T07:49,2019-01-15T17:29,0.000,0.000,0.07,0.0,11.5,24.6
2019-01-16,32.7,28.0,26.0,18.6,2019-01-16T07:48,2019-01-16T17:30,0.000,0.000,0.56,0.0,12.1,24.2
2019-01-17,33.2,27.6,26.9,20.3,2019-01-17T07:48,2019-01-17T17:31,0.180,0.000,3.15,14.0,8.5,19.2
2019-01-18,34.4,29.3,27.7,22.7,2019-01-18T07:47,2019-01-18T17:32,0.000,0.000,0.00,0.0,8.1,16.1
2019-01-19,31.2,24.5,24.2,11.8,2019-01-19T07:47,2019-01-19T17:33,0.970,0.160,14.28,16.0,17.7,31.8
2019-01-20,22.7,2.2,9.7,-8.2,2019-01-20T07:46,2019-01-20T17:34,0.220,0.000,4.34,6.0,19.0,40.0
2019-01-21,8.2,-8.3,0.1,-18.4,2019-01-21T07:45,2019-01-21T17:35,0.000,0.000,0.00,0.0,9.2,19.2
2019-01-22,39.2,-0.7,27.7,-10.0,2019-01-22T07:45,2019-01-22T17:37,0.000,0.000,0.00,0.0,15.2,28.4
2019-01-23,47.2,37.6,41.1,27.9,2019-01-23T07:44,2019-01-23T17:38,0.930,0.930,0.00,20.0,17.8,35.1
2019-01-24,35.8,24.2,28.7,12.3,2019-01-24T07:43,2019-01-24T17:39,0.210,0.090,2.52,7.0,14.9,31.3
2019-01-25,23.2,8.0,11.2,-4.9,2019-01-25T07:43,2019-01-25T17:40,0.000,0.000,0.00,0.0,15.2,33.1
2019-01-26,26.5,15.7,15.6,6.9,2019-01-26T07:42,2019-01-26T17:41,0.020,0.000,0.91,4.0,13.7,25.7
2019-01-27,30.3,8.3,18.9,-0.7,2019-01-27T07:41,2019-01-27T17:43,0.100,0.000,1.75,6.0,16.2,32.4
2019-01-28,42.0,-0.8,32.5,-10.0,2019-01-28T07:40,2019-01-28T17:44,0.120,0.120,0.00,8.0,14.8,30.0
2019-01-29,34.2,9.3,23.7,-1.4,2019-01-29T07:39,2019-01-29T17:45,0.010,0.000,0.07,1.0,16.7,35.3
2019-01-30,8.3,-7.4,-2.4,-21.9,2019-01-30T07:39,2019-01-30T17:46,0.000,0.000,0.07,0.0,17.8,39.4
2019-01-31,6.5,-13.0,-1.3,-23.3,2019-01-31T07:38,2019-01-31T17:47,0.000,0.000,0.14,0.0,10.5,23.5
2019-02-01,18.9,4.9,12.2,-4.5,2019-02-01T07:37,2019-02-01T17:49,0.160,0.000,2.80,11.0,6.8,10.5
2019-02-02,35.6,6.6,28.2,-2.9,2019-02-02T07:36,2019-02-02T17:50,0.000,0.000,0.00,0.0,9.0,18.8
2019-02-03,56.9,33.5,50.8,26.9,2019-02-03T07:35,2019-02-03T17:51,0.000,0.000,0.00,0.0,9.2,19.0
2019-02-04,58.5,39.1,52.6,32.8,2019-02-04T07:34,2019-02-04T17:52,0.160,0.160,0.00,8.0,12.4,29.5
2019-02-05,55.0,37.7,52.2,31.9,2019-02-05T07:33,2019-02-05T17:53,0.000,0.000,0.00,0.0,9.9,20.4
2019-02-06,53.3,38.9,51.9,33.1,2019-02-06T07:32,2019-02-06T17:55,0.610,0.610,0.00,11.0,9.9,20.1
2019-02-07,60.5,41.8,56.4,34.8,2019-02-07T07:31,2019-02-07T17:56,0.680,0.680,0.00,10.0,18.3,45.0
2019-02-08,40.3,15.9,30.1,4.0,2019-02-08T07:29,2019-02-08T17:57,0.000,0.000,0.00,0.0,17.6,38.7
2019-02-09,25.8,12.1,19.2,2.3,2019-02-09T07:28,2019-02-09T17:58,0.000,0.000,0.00,0.0,11.8,25.3
2019-02-10,30.2,17.3,22.5,8.6,2019-02-10T07:27,2019-02-10T18:00,0.200,0.000,3.64,9.0,7.0,14.8
2019-02-11,37.1,30.2,31.7,23.3,2019-02-11T07:26,2019-02-11T18:01,0.330,0.250,1.40,24.0,9.7,18.3
2019-02-12,49.9,31.5,44.2,18.5,2019-02-12T07:25,2019-02-12T18:02,1.080,1.080,0.21,21.0,18.9,37.8
2019-02-13,30.3,23.0,18.9,8.6,2019-02-13T07:23,2019-02-13T18:03,0.010,0.000,0.63,3.0,20.5,42.1
2019-02-14,47.1,27.4,37.1,19.4,2019-02-14T07:22,2019-02-14T18:04,0.000,0.000,0.00,0.0,12.8,25.3
2019-02-15,48.1,24.5,39.5,15.3,2019-02-15T07:21,2019-02-15T18:06,0.050,0.050,0.00,4.0,14.4,32.0
2019-02-16,27.4,21.8,19.1,12.6,2019-02-16T07:20,2019-02-16T18:07,0.000,0.000,0.00,0.0,8.8,18.6
2019-02-17,29.8,23.0,23.7,13.7,2019-02-17T07:18,2019-02-17T18:08,0.100,0.040,1.12,9.0,9.0,23.0
2019-02-18,28.3,21.9,20.4,14.2,2019-02-18T07:17,2019-02-18T18:09,0.000,0.000,0.00,0.0,11.5,24.6
2019-02-19,32.2,15.8,25.1,8.7,2019-02-19T07:16,2019-02-19T18:10,0.000,0.000,0.00,0.0,7.7,13.9
2019-02-20,43.7,28.1,36.4,18.8,2019-02-20T07:14,2019-02-20T18:11,0.890,0.310,10.22,19.0,13.4,34.0
2019-02-21,42.3,33.7,34.2,26.2,2019-02-21T07:13,2019-02-21T18:13,0.000,0.000,0.00,0.0,11.8,24.6
2019-02-22,40.1,30.0,33.6,22.8,2019-02-22T07:11,2019-02-22T18:14,0.000,0.000,0.00,0.0,6.5,12.1
2019-02-23,46.4,32.8,39.7,24.3,2019-02-23T07:10,2019-02-23T18:15,0.030,0.030,0.00,2.0,17.3,27.5
2019-02-24,54.5,28.2,47.0,13.3,2019-02-24T07:09,2019-02-24T18:16,0.190,0.190,0.00,7.0,26.6,55.7
2019-02-25,31.7,18.0,19.9,4.5,2019-02-25T07:07,2019-02-25T18:17,0.000,0.000,0.00,0.0,20.4,43.0
2019-02-26,30.8,23.8,22.7,16.0,2019-02-26T07:06,2019-02-26T18:18,0.000,0.000,0.00,0.0,8.2,17.2
2019-02-27,46.7,24.7,38.6,15.9,2019-02-27T07:04,2019-02-27T18:19,0.000,0.000,0.14,1.0,10.5,20.8
2019-02-28,33.3,21.4,25.4,12.5,2019-02-28T07:03,2019-02-28T18:21,0.050,0.000,0.84,4.0,10.0,21.0
2019-03-01,39.7,23.8,31.9,15.9,2019-03-01T07:01,2019-03-01T18:22,0.010,0.000,0.14,1.0,7.3,18.3
2019-03-02,37.1,26.4,28.8,20.4,2019-03-02T07:00,2019-03-02T18:23,0.000,0.000,0.00,0.0,9.4,20.6
2019-03-03,30.8,23.5,24.3,13.8,2019-03-03T06:58,2019-03-03T18:24,0.140,0.000,2.52,8.0,10.9,18.1
2019-03-04,23.6,10.1,13.0,-0.7,2019-03-04T06:57,2019-03-04T18:25,0.000,0.000,0.00,0.0,13.4,30.0
2019-03-05,18.1,6.9,5.3,-4.5,2019-03-05T06:55,2019-03-05T18:26,0.000,0.000,0.21,0.0,15.3,33.3
2019-03-06,20.9,11.2,10.7,0.6,2019-03-06T06:54,2019-03-06T18:27,0.000,0.000,0.00,0.0,12.2,28.0
2019-03-07,30.1,20.0,22.2,9.7,2019-03-07T06:52,2019-03-07T18:28,0.000,0.000,0.00,0.0,10.4,21.3
2019-03-08,39.9,24.2,34.9,16.8,2019-03-08T06:50,2019-03-08T18:29,0.000,0.000,0.00,0.0,4.9,11.4
2019-03-09,47.1,26.7,38.1,20.1,2019-03-09T06:49,2019-03-09T18:30,0.630,0.630,0.00,7.0,17.7,55.5
2019-03-10,56.2,38.7,49.0,29.4,2019-03-10T06:47,2019-03-10T18:32,0.380,0.380,0.00,6.0,20.1,45.2
2019-03-11,43.4,32.4,34.1,23.8,2019-03-11T06:46,2019-03-11T18:33,0.000,0.000,0.00,0.0,12.5,27.3
2019-03-12,44.8,25.1,39.1,18.1,2019-03-12T06:44,2019-03-12T18:34,0.000,0.000,0.00,0.0,9.2,18.6
2019-03-13,57.3,33.5,51.3,26.0,2019-03-13T06:42,2019-03-13T18:35,0.000,0.000,0.00,0.0,10.5,18.8
2019-03-14,72.6,49.1,65.7,41.9,2019-03-14T06:41,2019-03-14T18:36,0.620,0.620,0.00,11.0,19.9,48.8
2019-03-15,57.4,34.8,52.4,25.0,2019-03-15T06:39,2019-03-15T18:37,0.040,0.040,0.07,4.0,17.3,43.2
2019-03-16,37.4,31.6,26.9,22.9,2019-03-16T06:38,2019-03-16T18:38,0.000,0.000,0.00,0.0,13.2,28.9
2019-03-17,39.1,23.8,32.4,17.5,2019-03-17T06:36,2019-03-17T18:39,0.070,0.000,1.26,5.0,7.4,16.6
2019-03-18,40.0,26.4,31.3,19.9,2019-03-18T06:34,2019-03-18T18:40,0.000,0.000,0.14,1.0,7.7,17.7
2019-03-19,45.0,26.1,38.2,19.2,2019-03-19T06:33,2019-03-19T18:41,0.000,0.000,0.00,0.0,6.3,16.1
2019-03-20,52.8,29.3,44.8,22.3,2019-03-20T06:31,2019-03-20T18:42,0.080,0.080,0.00,7.0,9.8,23.5
2019-03-21,47.8,40.7,43.1,32.7,2019-03-21T06:29,2019-03-21T18:43,0.170,0.170,0.00,17.0,9.7,25.7
2019-03-22,42.2,34.7,33.9,26.0,2019-03-22T06:28,2019-03-22T18:44,0.040,0.040,0.00,6.0,14.4,38.7
2019-03-23,49.1,25.9,41.3,18.4,2019-03-23T06:26,2019-03-23T18:45,0.000,0.000,0.00,0.0,8.3,18.6
2019-03-24,56.4,33.0,48.3,25.4,2019-03-24T06:24,2019-03-24T18:46,0.040,0.040,0.00,5.0,7.9,17.0
2019-03-25,44.9,30.2,41.1,19.5,2019-03-25T06:23,2019-03-25T18:47,0.040,0.040,0.00,6.0,13.4,29.5
2019-03-26,44.4,25.6,36.6,16.0,2019-03-26T06:21,2019-03-26T18:48,0.000,0.000,0.00,0.0,10.4,22.1
2019-03-27,55.1,25.9,47.7,18.4,2019-03-27T06:19,2019-03-27T18:49,0.000,0.000,0.00,0.0,6.8,15.7
2019-03-28,64.3,41.5,57.9,32.9,2019-03-28T06:18,2019-03-28T18:51,0.060,0.060,0.00,3.0,13.8,30.4
2019-03-29,56.5,52.2,53.9,47.6,2019-03-29T06:16,2019-03-29T18:52,0.220,0.220,0.00,10.0,12.2,24.6
2019-03-30,58.2,35.3,55.6,26.4,2019-03-30T06:15,2019-03-30T18:53,1.530,1.300,3.92,24.0,15.6,39.8
2019-03-31,35.3,26.3,26.1,15.8,2019-03-31T06:13,2019-03-31T18:54,0.060,0.000,1.12,4.0,13.6,30.4
2019-04-01,41.4,22.8,35.7,15.0,2019-04-01T06:11,2019-04-01T18:55,0.000,0.000,0.00,0.0,8.8,21.3
2019-04-02,51.5,31.1,43.4,23.1,2019-04-02T06:10,2019-04-02T18:56,0.000,0.000,0.00,0.0,8.7,18.3
2019-04-03,57.2,40.5,49.2,32.7,2019-04-03T06:08,2019-04-03T18:57,0.000,0.000,0.00,0.0,12.4,28.9
2019-04-04,53.8,43.9,47.4,37.5,2019-04-04T06:06,2019-04-04T18:58,0.020,0.020,0.00,4.0,12.8,23.3
2019-04-05,57.5,45.2,56.2,37.7,2019-04-05T06:05,2019-04-05T18:59,0.090,0.090,0.00,10.0,12.4,24.2
2019-04-06,66.3,50.6,64.9,49.0,2019-04-06T06:03,2019-04-06T19:00,0.000,0.000,0.00,0.0,5.7,10.1
2019-04-07,72.2,49.7,69.7,45.4,2019-04-07T06:02,2019-04-07T19:01,0.270,0.270,0.00,7.0,13.6,29.8
2019-04-08,69.5,58.8,67.8,57.1,2019-04-08T06:00,2019-04-08T19:02,0.060,0.060,0.00,5.0,11.7,28.6
2019-04-09,65.3,50.6,58.8,44.5,2019-04-09T05:59,2019-04-09T19:03,0.000,0.000,0.00,0.0,13.5,28.4
2019-04-10,53.2,41.5,49.6,33.4,2019-04-10T05:57,2019-04-10T19:04,0.020,0.020,0.00,2.0,10.9,20.1
2019-04-11,74.6,39.8,73.7,31.1,2019-04-11T05:55,2019-04-11T19:05,0.030,0.030,0.00,2.0,11.7,26.4
2019-04-12,66.5,57.9,60.3,50.6,2019-04-12T05:54,2019-04-12T19:06,0.190,0.190,0.00,7.0,17.5,43.4
2019-04-13,64.1,45.6,58.4,40.0,2019-04-13T05:52,2019-04-13T19:07,0.000,0.000,0.00,0.0,9.2,19.9
2019-04-14,75.8,41.4,71.0,32.6,2019-04-14T05:51,2019-04-14T19:08,1.390,1.390,0.00,18.0,19.0,48.3
2019-04-15,50.8,34.4,42.3,23.7,2019-04-15T05:49,2019-04-15T19:09,0.040,0.020,0.42,6.0,17.2,36.2
2019-04-16,69.4,40.1,65.2,33.4,2019-04-16T05:48,2019-04-16T19:10,0.020,0.020,0.00,1.0,14.1,30.0
2019-04-17,71.3,54.2,68.4,52.5,2019-04-17T05:46,2019-04-17T19:11,0.010,0.010,0.00,2.0,10.3,19.5
2019-04-18,76.4,63.6,72.0,59.2,2019-04-18T05:45,2019-04-18T19:12,0.000,0.000,0.00,1.0,18.5,40.9
2019-04-19,62.6,41.4,63.6,33.3,2019-04-19T05:43,2019-04-19T19:13,1.140,1.140,0.00,21.0,13.5,32.0
2019-04-20,55.4,41.2,50.0,32.4,2019-04-20T05:42,2019-04-20T19:14,0.270,0.270,0.00,9.0,15.1,30.2
2019-04-21,56.0,43.2,52.6,38.0,2019-04-21T05:40,2019-04-21T19:15,0.000,0.000,0.00,0.0,6.8,13.6
2019-04-22,70.5,41.9,69.1,38.2,2019-04-22T05:39,2019-04-22T19:16,0.000,0.000,0.00,0.0,6.7,13.0
2019-04-23,70.4,51.6,67.2,46.1,2019-04-23T05:38,2019-04-23T19:17,0.250,0.250,0.00,5.0,18.2,37.6
2019-04-24,61.1,42.5,58.0,38.5,2019-04-24T05:36,2019-04-24T19:18,0.020,0.020,0.00,1.0,8.0,14.8
2019-04-25,61.8,52.7,61.4,49.8,2019-04-25T05:35,2019-04-25T19:19,0.700,0.700,0.00,16.0,10.8,23.3
2019-04-26,60.4,48.0,57.9,38.0,2019-04-26T05:33,2019-04-26T19:20,0.910,0.910,0.00,15.0,17.8,37.6
2019-04-27,56.2,41.9,48.4,34.0,2019-04-27T05:32,2019-04-27T19:21,0.240,0.240,0.00,8.0,12.3,30.4
2019-04-28,51.5,40.7,45.1,32.8,2019-04-28T05:31,2019-04-28T19:23,0.210,0.210,0.00,5.0,12.6,32.0
2019-04-29,67.0,38.6,65.9,30.4,2019-04-29T05:29,2019-04-29T19:24,0.080,0.080,0.00,6.0,12.1,28.9
2019-04-30,58.3,46.2,56.1,42.8,2019-04-30T05:28,2019-04-30T19:25,0.010,0.010,0.00,1.0,7.9,17.2
2019-05-01,79.6,53.7,75.2,51.4,2019-05-01T05:27,2019-05-01T19:26,0.060,0.060,0.00,3.0,22.0,43.8
2019-05-02,74.9,60.6,73.8,62.9,2019-05-02T05:26,2019-05-02T19:27,0.220,0.220,0.00,8.0,8.1,19.7
2019-05-03,65.5,51.9,67.3,49.4,2019-05-03T05:24,2019-05-03T19:28,0.650,0.650,0.00,19.0,7.1,17.2
2019-05-04,53.3,50.2,50.6,46.3,2019-05-04T05:23,2019-05-04T19:29,0.270,0.270,0.00,11.0,7.7,15.4
2019-05-05,64.5,49.7,60.7,45.4,2019-05-05T05:22,2019-05-05T19:30,0.000,0.000,0.00,0.0,9.5,23.3
2019-05-06,73.1,46.8,72.4,42.4,2019-05-06T05:21,2019-05-06T19:31,0.000,0.000,0.00,0.0,7.1,16.8
2019-05-07,70.1,51.1,74.4,44.9,2019-05-07T05:20,2019-05-07T19:32,0.010,0.010,0.00,1.0,10.8,24.4
2019-05-08,76.1,47.7,75.7,41.4,2019-05-08T05:18,2019-05-08T19:33,0.000,0.000,0.00,0.0,9.6,19.0
2019-05-09,76.0,62.2,75.7,58.6,2019-05-09T05:17,2019-05-09T19:34,0.590,0.590,0.00,14.0,16.6,43.8
2019-05-10,65.5,50.4,66.3,46.2,2019-05-10T05:16,2019-05-10T19:35,0.050,0.050,0.00,6.0,10.4,26.6
2019-05-11,62.1,43.1,59.5,38.7,2019-05-11T05:15,2019-05-11T19:36,0.170,0.170,0.00,4.0,10.7,23.0
2019-05-12,57.1,45.1,54.8,39.2,2019-05-12T05:14,2019-05-12T19:37,0.210,0.210,0.00,11.0,9.7,19.5
2019-05-13,51.4,46.1,47.4,40.7,2019-05-13T05:13,2019-05-13T19:38,0.060,0.060,0.00,8.0,11.7,25.9
2019-05-14,62.4,43.6,56.1,37.5,2019-05-14T05:12,2019-05-14T19:39,0.000,0.000,0.00,0.0,12.7,27.3
2019-05-15,69.0,46.2,65.9,40.5,2019-05-15T05:11,2019-05-15T19:40,0.000,0.000,0.00,0.0,9.4,20.8
2019-05-16,75.6,53.2,71.8,49.6,2019-05-16T05:10,2019-05-16T19:41,0.000,0.000,0.00,0.0,11.7,25.7
2019-05-17,74.9,62.9,76.4,60.7,2019-05-17T05:09,2019-05-17T19:42,0.420,0.420,0.00,9.0,11.0,29.8
2019-05-18,84.2,56.9,84.6,56.1,2019-05-18T05:09,2019-05-18T19:42,0.080,0.080,0.00,5.0,10.1,28.0
2019-05-19,83.1,64.4,78.9,62.9,2019-05-19T05:08,2019-05-19T19:43,0.170,0.170,0.00,5.0,21.7,44.5
2019-05-20,64.2,52.0,63.1,46.2,2019-05-20T05:07,2019-05-20T19:44,0.020,0.020,0.00,3.0,13.7,30.0
2019-05-21,60.9,47.6,56.0,41.6,2019-05-21T05:06,2019-05-21T19:45,0.060,0.060,0.00,4.0,9.3,19.2
2019-05-22,79.2,51.7,79.6,45.4,2019-05-22T05:05,2019-05-22T19:46,0.020,0.020,0.00,3.0,11.0,33.8
2019-05-23,81.9,67.4,82.4,67.5,2019-05-23T05:05,2019-05-23T19:47,0.050,0.050,0.00,4.0,18.7,47.0
2019-05-24,76.4,57.0,77.8,55.0,2019-05-24T05:04,2019-05-24T19:48,0.040,0.040,0.00,2.0,8.8,21.5
2019-05-25,86.3,64.9,87.7,65.0,2019-05-25T05:03,2019-05-25T19:49,0.010,0.010,0.00,2.0,16.6,38.5
2019-05-26,79.2,65.5,83.9,68.5,2019-05-26T05:03,2019-05-26T19:50,0.240,0.240,0.00,9.0,10.3,26.8
2019-05-27,77.7,59.6,80.2,58.6,2019-05-27T05:02,2019-05-27T19:50,0.060,0.060,0.00,1.0,9.4,22.4
2019-05-28,84.5,65.9,86.0,66.6,2019-05-28T05:02,2019-05-28T19:51,0.580,0.580,0.00,12.0,16.5,35.3
2019-05-29,76.6,66.9,78.8,70.2,2019-05-29T05:01,2019-05-29T19:52,0.220,0.220,0.00,10.0,12.5,40.7
2019-05-30,71.3,64.1,72.3,65.4,2019-05-30T05:00,2019-05-30T19:53,0.350,0.350,0.00,9.0,12.3,28.4
2019-05-31,77.5,58.4,81.8,59.0,2019-05-31T05:00,2019-05-31T19:54,0.000,0.000,0.00,0.0,6.0,12.8
2019-06-01,81.2,61.1,84.7,61.2,2019-06-01T05:00,2019-06-01T19:54,0.050,0.050,0.00,3.0,11.4,26.2
2019-06-02,69.5,59.9,68.3,55.2,2019-06-02T04:59,2019-06-02T19:55,0.110,0.110,0.00,6.0,10.7,25.7
2019-06-03,65.9,51.1,63.4,47.2,2019-06-03T04:59,2019-06-03T19:56,0.000,0.000,0.00,0.0,9.6,19.7
2019-06-04,74.0,49.5,71.9,44.8,2019-06-04T04:58,2019-06-04T19:56,0.020,0.020,0.00,2.0,10.8,23.3
2019-06-05,76.9,64.5,77.8,61.9,2019-06-05T04:58,2019-06-05T19:57,0.200,0.200,0.00,11.0,13.3,32.4
2019-06-06,78.1,63.2,81.1,63.5,2019-06-06T04:58,2019-06-06T19:58,0.010,0.010,0.00,1.0,7.4,16.3
2019-06-07,78.3,59.9,76.1,59.9,2019-06-07T04:58,2019-06-07T19:58,0.000,0.000,0.00,0.0,11.6,25.3
2019-06-08,80.6,64.1,77.7,61.3,2019-06-08T04:57,2019-06-08T19:59,0.000,0.000,0.00,0.0,13.0,25.7
2019-06-09,83.3,68.6,84.1,66.5,2019-06-09T04:57,2019-06-09T19:59,0.060,0.060,0.00,6.0,12.0,31.5
2019-06-10,70.5,59.3,74.2,55.3,2019-06-10T04:57,2019-06-10T20:00,0.280,0.280,0.00,10.0,17.7,35.3
2019-06-11,75.5,51.5,73.0,47.8,2019-06-11T04:57,2019-06-11T20:00,0.000,0.000,0.00,0.0,8.9,20.6
2019-06-12,76.1,54.2,73.5,50.1,2019-06-12T04:57,2019-06-12T20:01,0.410,0.410,0.00,5.0,12.4,26.2
2019-06-13,64.3,52.3,61.7,44.5,2019-06-13T04:57,2019-06-13T20:01,0.630,0.630,0.00,15.0,18.3,38.7
2019-06-14,72.8,48.5,69.7,42.3,2019-06-14T04:57,2019-06-14T20:02,0.010,0.010,0.00,1.0,12.6,27.5
2019-06-15,70.3,61.2,71.5,56.5,2019-06-15T04:57,2019-06-15T20:02,0.790,0.790,0.00,20.0,14.8,35.1
2019-06-16,78.0,65.0,80.8,66.8,2019-06-16T04:57,2019-06-16T20:03,0.540,0.540,0.00,15.0,15.3,36.0
