
time,ActualTempMax,ActualTempmMin,FeltTempMax,FeltTempMin,sunrise(iso8601),sunset(iso8601),precipitation_sum(inch),rain_sum(inch),snowfall_sum(cm),precipitation_hours(h),windspeed_10m_max(mp/h),windgusts_10m_max(mp/h)
2016-01-01,30.7,26.2,19.8,14.9,2016-01-01T07:51,2016-01-01T17:15,0.000,0.000,0.00,0.0,14.8,30.9
2016-01-02,34.8,24.5,25.3,15.5,2016-01-02T07:51,2016-01-02T17:16,0.000,0.000,0.00,0.0,12.8,27.5
2016-01-03,32.1,28.2,23.5,20.0,2016-01-03T07:51,2016-01-03T17:16,0.000,0.000,0.00,0.0,12.9,24.8
2016-01-04,28.1,17.4,19.8,7.7,2016-01-04T07:51,2016-01-04T17:17,0.000,0.000,0.28,1.0,12.2,31.3
2016-01-05,28.6,10.0,20.4,1.8,2016-01-05T07:51,2016-01-05T17:18,0.000,0.000,0.00,0.0,7.7,15.7
2016-01-06,39.1,16.6,31.3,7.7,2016-01-06T07:51,2016-01-06T17:19,0.000,0.000,0.00,0.0,6.7,16.3
2016-01-07,45.9,23.1,38.3,15.7,2016-01-07T07:51,2016-01-07T17:20,0.000,0.000,0.00,0.0,5.0,10.3
2016-01-08,44.3,29.7,39.1,22.4,2016-01-08T07:50,2016-01-08T17:21,0.210,0.210,0.00,8.0,9.3,18.8
2016-01-09,49.7,45.1,45.5,39.4,2016-01-09T07:50,2016-01-09T17:22,0.040,0.040,0.00,5.0,10.4,21.3
2016-01-10,47.3,13.7,40.6,0.9,2016-01-10T07:50,2016-01-10T17:23,0.730,0.560,3.29,14.0,20.7,43.6
2016-01-11,22.4,5.7,12.0,-5.6,2016-01-11T07:50,2016-01-11T17:24,0.000,0.000,0.14,0.0,14.3,29.8
2016-01-12,27.9,8.8,16.9,-3.0,2016-01-12T07:50,2016-01-12T17:25,0.160,0.000,2.73,14.0,19.3,39.1
2016-01-13,21.2,3.4,9.9,-6.7,2016-01-13T07:49,2016-01-13T17:26,0.030,0.000,0.63,3.0,12.4,23.5
2016-01-14,44.0,22.0,35.7,10.8,2016-01-14T07:49,2016-01-14T17:27,0.000,0.000,0.00,0.0,12.4,24.6
2016-01-15,46.2,37.1,38.1,28.6,2016-01-15T07:49,2016-01-15T17:28,0.180,0.180,0.00,6.0,11.9,21.9
2016-01-16,39.6,28.9,31.7,20.7,2016-01-16T07:48,2016-01-16T17:29,0.000,0.000,0.14,0.0,12.1,25.7
2016-01-17,29.0,5.2,20.8,-7.4,2016-01-17T07:48,2016-01-17T17:31,0.000,0.000,0.28,0.0,14.9,32.9
2016-01-18,10.0,1.7,-1.9,-9.9,2016-01-18T07:47,2016-01-18T17:32,0.000,0.000,0.00,0.0,12.8,28.4
2016-01-19,17.1,3.3,8.0,-6.8,2016-01-19T07:47,2016-01-19T17:33,0.000,0.000,0.00,0.0,10.5,21.7
2016-01-20,17.3,7.0,10.1,-1.3,2016-01-20T07:46,2016-01-20T17:34,0.040,0.000,0.98,5.0,5.7,12.5
2016-01-21,24.2,8.9,17.7,0.9,2016-01-21T07:46,2016-01-21T17:35,0.000,0.000,0.00,0.0,5.2,9.6
2016-01-22,25.5,15.7,14.3,7.7,2016-01-22T07:45,2016-01-22T17:36,0.000,0.000,0.14,0.0,14.0,27.5
2016-01-23,27.4,16.5,16.4,8.4,2016-01-23T07:44,2016-01-23T17:38,0.000,0.000,0.35,0.0,15.2,33.1
2016-01-24,32.5,14.1,22.6,5.8,2016-01-24T07:44,2016-01-24T17:39,0.000,0.000,0.00,0.0,10.6,24.2
2016-01-25,44.3,22.0,33.6,13.5,2016-01-25T07:43,2016-01-25T17:40,0.000,0.000,0.00,0.0,14.3,29.1
2016-01-26,46.2,30.8,36.8,21.9,2016-01-26T07:42,2016-01-26T17:41,0.020,0.020,0.00,3.0,16.3,31.5
2016-01-27,30.3,25.0,21.7,15.2,2016-01-27T07:41,2016-01-27T17:42,0.000,0.000,0.00,0.0,13.2,27.5
2016-01-28,41.3,24.5,32.6,14.5,2016-01-28T07:41,2016-01-28T17:43,0.020,0.010,0.14,3.0,14.6,31.8
2016-01-29,34.7,25.9,26.8,14.5,2016-01-29T07:40,2016-01-29T17:45,0.000,0.000,0.28,0.0,13.3,28.2
2016-01-30,55.3,27.1,46.8,17.9,2016-01-30T07:39,2016-01-30T17:46,0.000,0.000,0.00,0.0,14.4,30.0
2016-01-31,58.7,47.3,52.2,40.0,2016-01-31T07:38,2016-01-31T17:47,0.030,0.030,0.00,4.0,17.5,38.9
2016-02-01,55.5,31.2,49.3,25.3,2016-02-01T07:37,2016-02-01T17:48,0.040,0.040,0.00,2.0,14.8,36.7
2016-02-02,51.6,26.7,43.8,20.6,2016-02-02T07:36,2016-02-02T17:50,0.130,0.130,0.00,4.0,17.5,50.6
2016-02-03,60.7,38.0,52.9,28.2,2016-02-03T07:35,2016-02-03T17:51,0.740,0.740,0.00,11.0,17.5,47.9
2016-02-04,36.5,27.2,27.1,18.3,2016-02-04T07:34,2016-02-04T17:52,0.000,0.000,0.00,0.0,12.1,26.4
2016-02-05,36.4,20.2,28.6,11.7,2016-02-05T07:33,2016-02-05T17:53,0.000,0.000,0.00,0.0,8.2,17.2
2016-02-06,39.0,25.4,30.3,18.5,2016-02-06T07:32,2016-02-06T17:54,0.000,0.000,0.00,0.0,8.1,17.7
2016-02-07,50.4,29.2,40.4,21.1,2016-02-07T07:31,2016-02-07T17:56,0.000,0.000,0.00,0.0,12.5,25.3
2016-02-08,41.1,30.0,32.8,23.2,2016-02-08T07:30,2016-02-08T17:57,0.370,0.060,5.81,15.0,7.5,17.4
2016-02-09,29.1,20.9,21.6,9.9,2016-02-09T07:29,2016-02-09T17:58,0.040,0.000,0.84,6.0,13.1,28.4
2016-02-10,20.0,14.6,8.6,3.1,2016-02-10T07:27,2016-02-10T17:59,0.050,0.000,1.19,10.0,15.8,33.3
2016-02-11,18.5,9.4,8.6,0.3,2016-02-11T07:26,2016-02-11T18:00,0.000,0.000,0.00,0.0,11.4,23.7
2016-02-12,21.8,6.1,10.0,-3.3,2016-02-12T07:25,2016-02-12T18:02,0.010,0.000,0.42,2.0,15.2,33.8
2016-02-13,12.4,2.5,3.0,-8.1,2016-02-13T07:24,2016-02-13T18:03,0.000,0.000,0.00,0.0,12.4,26.6
2016-02-14,17.9,-1.5,7.8,-11.1,2016-02-14T07:23,2016-02-14T18:04,0.060,0.000,1.05,5.0,9.8,20.1
2016-02-15,33.1,16.9,27.9,6.8,2016-02-15T07:21,2016-02-15T18:05,0.140,0.000,2.59,16.0,10.6,23.7
2016-02-16,32.7,28.8,27.0,22.1,2016-02-16T07:20,2016-02-16T18:06,0.270,0.000,4.83,9.0,7.6,17.2
2016-02-17,33.4,25.7,24.4,19.1,2016-02-17T07:19,2016-02-17T18:08,0.000,0.000,0.21,0.0,10.4,22.4
2016-02-18,35.7,20.4,27.5,13.0,2016-02-18T07:17,2016-02-18T18:09,0.000,0.000,0.00,0.0,11.5,21.5
2016-02-19,58.7,32.4,47.7,21.8,2016-02-19T07:16,2016-02-19T18:10,0.000,0.000,0.00,0.0,21.1,44.1
2016-02-20,67.5,45.1,57.2,37.7,2016-02-20T07:15,2016-02-20T18:11,0.000,0.000,0.00,0.0,20.5,40.0
2016-02-21,52.6,33.6,46.7,26.2,2016-02-21T07:13,2016-02-21T18:12,0.000,0.000,0.00,0.0,10.4,23.0
2016-02-22,45.6,28.6,38.5,21.7,2016-02-22T07:12,2016-02-22T18:13,0.000,0.000,0.00,0.0,9.1,17.0
2016-02-23,49.8,28.6,43.6,19.3,2016-02-23T07:10,2016-02-23T18:15,0.000,0.000,0.00,0.0,9.7,18.8
2016-02-24,54.6,37.4,50.3,29.0,2016-02-24T07:09,2016-02-24T18:16,1.040,1.040,0.00,18.0,13.8,39.4
2016-02-25,38.7,27.5,31.7,17.0,2016-02-25T07:08,2016-02-25T18:17,0.260,0.020,4.13,19.0,18.9,41.6
2016-02-26,30.6,24.2,23.3,13.5,2016-02-26T07:06,2016-02-26T18:18,0.000,0.000,0.28,0.0,13.5,30.9
2016-02-27,45.0,29.0,35.1,20.6,2016-02-27T07:05,2016-02-27T18:19,0.000,0.000,0.00,0.0,13.9,29.3
2016-02-28,64.1,38.7,52.3,29.6,2016-02-28T07:03,2016-02-28T18:20,0.000,0.000,0.00,0.0,19.9,41.4
2016-02-29,57.1,34.8,45.6,23.7,2016-02-29T07:02,2016-02-29T18:21,0.210,0.210,0.00,5.0,20.1,45.2
2016-03-01,54.2,26.8,46.3,13.5,2016-03-01T07:00,2016-03-01T18:23,0.430,0.420,0.14,10.0,19.2,40.5
2016-03-02,28.7,20.8,19.2,10.1,2016-03-02T06:59,2016-03-02T18:24,0.000,0.000,0.14,0.0,19.0,40.0
2016-03-03,32.8,20.1,24.9,12.5,2016-03-03T06:57,2016-03-03T18:25,0.080,0.000,1.61,10.0,7.3,16.3
2016-03-04,32.1,28.9,25.2,22.1,2016-03-04T06:55,2016-03-04T18:26,0.120,0.000,2.03,7.0,7.6,17.7
2016-03-05,36.4,28.4,31.6,22.1,2016-03-05T06:54,2016-03-05T18:27,0.100,0.080,0.70,11.0,8.3,18.3
2016-03-06,41.2,31.9,33.9,25.5,2016-03-06T06:52,2016-03-06T18:28,0.000,0.000,0.00,0.0,9.9,18.8
2016-03-07,62.3,34.8,55.1,26.3,2016-03-07T06:51,2016-03-07T18:29,0.020,0.020,0.00,2.0,12.2,26.4
2016-03-08,72.2,50.1,66.8,43.3,2016-03-08T06:49,2016-03-08T18:30,0.010,0.010,0.00,1.0,13.0,26.6
2016-03-09,70.6,53.2,65.6,45.6,2016-03-09T06:48,2016-03-09T18:31,0.200,0.200,0.00,5.0,14.6,32.4
2016-03-10,61.2,47.9,61.4,43.5,2016-03-10T06:46,2016-03-10T18:32,1.030,1.030,0.00,23.0,10.7,20.8
2016-03-11,52.7,39.7,46.7,33.8,2016-03-11T06:44,2016-03-11T18:33,0.010,0.010,0.00,1.0,8.8,19.9
2016-03-12,64.5,34.5,61.5,29.5,2016-03-12T06:43,2016-03-12T18:34,0.060,0.060,0.00,3.0,6.4,13.4
2016-03-13,57.5,48.5,56.6,43.7,2016-03-13T06:41,2016-03-13T18:36,0.740,0.740,0.00,20.0,9.4,21.7
2016-03-14,70.0,55.1,68.0,53.5,2016-03-14T06:40,2016-03-14T18:37,0.300,0.300,0.00,6.0,9.4,23.5
2016-03-15,61.1,51.6,59.3,49.3,2016-03-15T06:38,2016-03-15T18:38,0.030,0.030,0.00,3.0,10.2,19.0
2016-03-16,61.6,51.5,56.2,43.6,2016-03-16T06:36,2016-03-16T18:39,0.060,0.060,0.00,3.0,22.1,50.6
2016-03-17,57.5,43.9,47.3,36.6,2016-03-17T06:35,2016-03-17T18:40,0.000,0.000,0.00,0.0,17.9,39.6
2016-03-18,54.1,38.3,43.8,31.0,2016-03-18T06:33,2016-03-18T18:41,0.000,0.000,0.00,0.0,16.4,36.0
2016-03-19,39.9,30.3,32.0,21.8,2016-03-19T06:31,2016-03-19T18:42,0.000,0.000,0.00,0.0,8.9,20.4
2016-03-20,37.0,29.1,29.4,20.8,2016-03-20T06:30,2016-03-20T18:43,0.010,0.000,0.42,2.0,9.8,22.6
2016-03-21,45.8,26.4,35.4,17.8,2016-03-21T06:28,2016-03-21T18:44,0.000,0.000,0.00,0.0,13.7,28.9
2016-03-22,61.3,34.5,49.7,26.7,2016-03-22T06:26,2016-03-22T18:45,0.000,0.000,0.00,0.0,16.9,36.2
2016-03-23,61.8,51.1,55.6,43.2,2016-03-23T06:25,2016-03-23T18:46,0.020,0.020,0.00,2.0,13.4,26.8
2016-03-24,68.6,52.8,61.5,46.7,2016-03-24T06:23,2016-03-24T18:47,0.580,0.580,0.00,8.0,21.4,51.0
2016-03-25,51.0,33.1,44.4,26.9,2016-03-25T06:22,2016-03-25T18:48,0.000,0.000,0.00,0.0,14.1,28.6
2016-03-26,55.9,30.3,51.1,23.3,2016-03-26T06:20,2016-03-26T18:49,0.000,0.000,0.00,0.0,6.7,12.8
2016-03-27,74.0,37.0,71.1,30.6,2016-03-27T06:18,2016-03-27T18:50,0.150,0.150,0.00,2.0,13.9,28.0
2016-03-28,59.1,44.1,56.0,33.9,2016-03-28T06:17,2016-03-28T18:51,0.320,0.320,0.00,6.0,21.0,44.7
2016-03-29,50.6,36.0,44.5,29.5,2016-03-29T06:15,2016-03-29T18:52,0.000,0.000,0.00,0.0,8.5,20.1
2016-03-30,66.3,34.4,59.2,25.9,2016-03-30T06:13,2016-03-30T18:53,0.000,0.000,0.00,0.0,14.9,31.5
2016-03-31,66.3,54.2,61.3,45.9,2016-03-31T06:12,2016-03-31T18:54,1.070,1.070,0.00,17.0,20.2,46.5
2016-04-01,60.4,44.9,57.1,38.0,2016-04-01T06:10,2016-04-01T18:55,0.170,0.170,0.00,9.0,15.9,38.9
2016-04-02,45.2,30.3,37.1,17.4,2016-04-02T06:08,2016-04-02T18:56,0.090,0.080,0.21,4.0,22.4,51.7
2016-04-03,50.9,25.0,39.6,14.7,2016-04-03T06:07,2016-04-03T18:57,0.000,0.000,0.00,0.0,18.7,35.3
2016-04-04,54.2,25.1,45.5,15.5,2016-04-04T06:05,2016-04-04T18:58,0.040,0.040,0.00,3.0,18.6,49.7
2016-04-05,39.6,22.7,33.9,12.8,2016-04-05T06:04,2016-04-05T19:00,0.000,0.000,0.00,0.0,10.4,21.3
2016-04-06,60.0,30.5,49.7,20.7,2016-04-06T06:02,2016-04-06T19:01,0.410,0.410,0.00,10.0,19.1,55.9
2016-04-07,51.1,34.2,43.3,24.5,2016-04-07T06:00,2016-04-07T19:02,0.560,0.540,0.35,21.0,18.6,44.5
2016-04-08,40.4,31.6,33.0,23.2,2016-04-08T05:59,2016-04-08T19:03,0.170,0.110,1.12,9.0,14.1,28.0
2016-04-09,32.6,26.9,24.6,16.2,2016-04-09T05:57,2016-04-09T19:04,0.130,0.000,2.45,15.0,17.3,40.3
2016-04-10,50.1,26.3,42.2,17.8,2016-04-10T05:56,2016-04-10T19:05,0.110,0.110,0.00,4.0,15.1,42.3
2016-04-11,55.5,42.4,51.1,33.1,2016-04-11T05:54,2016-04-11T19:06,0.860,0.860,0.00,18.0,14.6,42.7
2016-04-12,47.9,32.7,40.9,24.8,2016-04-12T05:53,2016-04-12T19:07,0.000,0.000,0.00,0.0,10.6,23.7
2016-04-13,53.1,31.6,48.5,24.3,2016-04-13T05:51,2016-04-13T19:08,0.010,0.010,0.00,2.0,8.9,20.4
2016-04-14,64.1,34.0,57.9,26.8,2016-04-14T05:50,2016-04-14T19:09,0.000,0.000,0.00,0.0,8.6,17.4
2016-04-15,71.9,42.3,68.2,35.8,2016-04-15T05:48,2016-04-15T19:10,0.000,0.000,0.00,0.0,7.8,18.3
2016-04-16,74.5,49.2,72.1,44.0,2016-04-16T05:47,2016-04-16T19:11,0.000,0.000,0.00,0.0,7.9,14.3
2016-04-17,80.6,49.3,78.7,44.9,2016-04-17T05:45,2016-04-17T19:12,0.000,0.000,0.00,0.0,5.8,9.4
2016-04-18,80.3,51.2,78.1,45.6,2016-04-18T05:44,2016-04-18T19:13,0.000,0.000,0.00,0.0,5.9,13.6
2016-04-19,66.1,54.2,61.9,47.1,2016-04-19T05:42,2016-04-19T19:14,0.000,0.000,0.00,0.0,10.1,22.4
2016-04-20,75.2,47.2,70.0,39.1,2016-04-20T05:41,2016-04-20T19:15,0.000,0.000,0.00,0.0,9.2,21.3
2016-04-21,65.9,60.4,63.1,55.7,2016-04-21T05:39,2016-04-21T19:16,0.060,0.060,0.00,5.0,9.6,23.3
2016-04-22,64.8,47.8,65.0,40.8,2016-04-22T05:38,2016-04-22T19:17,0.200,0.200,0.00,11.0,11.5,24.4
2016-04-23,56.2,41.4,50.8,35.0,2016-04-23T05:36,2016-04-23T19:18,0.000,0.000,0.00,0.0,11.0,23.9
2016-04-24,69.3,38.0,64.8,32.1,2016-04-24T05:35,2016-04-24T19:19,0.000,0.000,0.00,0.0,5.5,14.1
2016-04-25,78.6,47.7,75.4,42.8,2016-04-25T05:34,2016-04-25T19:20,0.000,0.000,0.00,0.0,15.4,29.8
2016-04-26,72.1,47.6,72.1,42.0,2016-04-26T05:32,2016-04-26T19:21,0.150,0.150,0.00,7.0,13.4,32.4
2016-04-27,61.4,42.5,57.6,36.4,2016-04-27T05:31,2016-04-27T19:22,0.000,0.000,0.00,1.0,9.2,19.0
2016-04-28,62.5,44.2,60.2,37.8,2016-04-28T05:30,2016-04-28T19:23,0.190,0.190,0.00,7.0,8.7,19.7
2016-04-29,54.6,43.6,50.5,39.0,2016-04-29T05:28,2016-04-29T19:24,0.010,0.010,0.00,2.0,7.9,18.8
2016-04-30,54.9,40.2,52.3,34.2,2016-04-30T05:27,2016-04-30T19:25,0.470,0.470,0.00,11.0,9.0,21.9
2016-05-01,70.3,55.4,70.6,53.5,2016-05-01T05:26,2016-05-01T19:26,0.550,0.550,0.00,18.0,9.9,23.0
2016-05-02,57.4,47.1,55.8,43.0,2016-05-02T05:25,2016-05-02T19:27,0.150,0.150,0.00,3.0,6.9,18.8
2016-05-03,56.8,44.7,52.7,40.2,2016-05-03T05:23,2016-05-03T19:28,0.000,0.000,0.00,0.0,6.5,15.7
2016-05-04,61.0,44.6,58.2,40.7,2016-05-04T05:22,2016-05-04T19:29,0.130,0.130,0.00,7.0,11.1,24.8
2016-05-05,58.2,42.9,50.0,38.0,2016-05-05T05:21,2016-05-05T19:30,0.080,0.080,0.00,10.0,14.8,31.8
2016-05-06,66.8,46.3,60.4,40.7,2016-05-06T05:20,2016-05-06T19:31,0.000,0.000,0.00,0.0,13.7,30.2
2016-05-07,71.3,46.6,69.8,42.0,2016-05-07T05:19,2016-05-07T19:32,0.060,0.060,0.00,7.0,10.7,27.1
2016-05-08,63.5,44.5,58.7,39.6,2016-05-08T05:18,2016-05-08T19:33,0.000,0.000,0.00,0.0,10.7,23.9
2016-05-09,50.7,46.5,47.6,43.1,2016-05-09T05:17,2016-05-09T19:34,0.190,0.190,0.00,13.0,6.5,12.8
2016-05-10,72.4,49.5,71.8,45.3,2016-05-10T05:15,2016-05-10T19:35,0.380,0.380,0.00,16.0,10.4,28.6
2016-05-11,73.6,56.3,76.1,56.5,2016-05-11T05:14,2016-05-11T19:36,0.060,0.060,0.00,6.0,5.7,13.2
2016-05-12,77.8,59.2,79.6,59.4,2016-05-12T05:13,2016-05-12T19:37,0.290,0.290,0.00,8.0,9.9,23.5
2016-05-13,64.4,55.0,60.8,50.7,2016-05-13T05:12,2016-05-13T19:38,0.110,0.110,0.00,4.0,13.2,29.3
2016-05-14,53.9,41.6,49.7,32.9,2016-05-14T05:11,2016-05-14T19:39,0.300,0.300,0.00,7.0,16.0,34.2
2016-05-15,49.5,37.6,40.1,29.4,2016-05-15T05:11,2016-05-15T19:40,0.020,0.020,0.00,4.0,16.4,36.0
2016-05-16,63.1,34.1,56.9,26.6,2016-05-16T05:10,2016-05-16T19:41,0.000,0.000,0.00,0.0,9.8,23.7
2016-05-17,60.3,50.5,57.5,47.2,2016-05-17T05:09,2016-05-17T19:42,0.090,0.090,0.00,6.0,6.0,11.9
2016-05-18,62.6,48.8,58.6,44.0,2016-05-18T05:08,2016-05-18T19:43,0.060,0.060,0.00,4.0,8.4,20.1
2016-05-19,69.7,46.5,65.7,41.2,2016-05-19T05:07,2016-05-19T19:44,0.000,0.000,0.00,0.0,7.5,16.6
2016-05-20,71.9,46.6,68.7,41.2,2016-05-20T05:06,2016-05-20T19:45,0.420,0.420,0.00,5.0,9.5,21.3
2016-05-21,60.7,53.6,57.2,50.6,2016-05-21T05:06,2016-05-21T19:46,0.680,0.680,0.00,16.0,10.6,24.6
2016-05-22,68.1,48.4,63.8,42.9,2016-05-22T05:05,2016-05-22T19:47,0.010,0.010,0.00,1.0,12.1,27.1
2016-05-23,74.9,45.8,75.0,41.4,2016-05-23T05:04,2016-05-23T19:48,0.000,0.000,0.00,0.0,6.1,13.6
2016-05-24,80.1,55.0,79.0,53.0,2016-05-24T05:03,2016-05-24T19:49,0.000,0.000,0.00,0.0,7.6,17.9
2016-05-25,81.4,58.4,79.6,56.4,2016-05-25T05:03,2016-05-25T19:49,0.000,0.000,0.00,0.0,10.8,23.9
2016-05-26,80.6,66.0,81.9,67.4,2016-05-26T05:02,2016-05-26T19:50,0.080,0.080,0.00,8.0,11.0,23.9
2016-05-27,84.9,64.4,86.1,65.1,2016-05-27T05:02,2016-05-27T19:51,0.010,0.010,0.00,2.0,8.1,21.9
2016-05-28,83.7,67.4,90.4,70.1,2016-05-28T05:01,2016-05-28T19:52,0.150,0.150,0.00,7.0,7.1,23.5
2016-05-29,81.8,66.5,85.2,69.3,2016-05-29T05:01,2016-05-29T19:53,0.040,0.040,0.00,3.0,8.8,20.1
2016-05-30,83.0,63.2,83.3,64.7,2016-05-30T05:00,2016-05-30T19:53,0.000,0.000,0.00,0.0,7.1,17.9
2016-05-31,83.5,62.3,86.3,62.5,2016-05-31T05:00,2016-05-31T19:54,0.000,0.000,0.00,0.0,10.0,17.0
2016-06-01,85.9,62.7,88.4,60.0,2016-06-01T04:59,2016-06-01T19:55,0.000,0.000,0.00,0.0,7.3,15.0
2016-06-02,81.1,67.4,87.1,70.3,2016-06-02T04:59,2016-06-02T19:56,0.110,0.110,0.00,6.0,6.1,16.6
2016-06-03,82.6,64.9,84.7,66.9,2016-06-03T04:58,2016-06-03T19:56,0.000,0.000,0.00,0.0,6.7,16.8
2016-06-04,73.9,64.6,81.1,62.3,2016-06-04T04:58,2016-06-04T19:57,0.350,0.350,0.00,13.0,10.9,21.3
2016-06-05,77.0,65.6,77.4,64.9,2016-06-05T04:58,2016-06-05T19:57,0.170,0.170,0.00,7.0,14.9,36.9
2016-06-06,81.3,61.3,81.3,58.8,2016-06-06T04:58,2016-06-06T19:58,0.000,0.000,0.00,1.0,13.0,30.0
2016-06-07,68.9,57.8,65.3,54.3,2016-06-07T04:57,2016-06-07T19:59,0.000,0.000,0.00,0.0,14.2,31.8
2016-06-08,69.2,51.6,62.6,45.1,2016-06-08T04:57,2016-06-08T19:59,0.000,0.000,0.00,0.0,13.6,30.4
2016-06-09,73.1,50.1,70.6,44.7,2016-06-09T04:57,2016-06-09T20:00,0.000,0.000,0.00,0.0,7.4,17.4
2016-06-10,77.0,62.8,80.7,61.4,2016-06-10T04:57,2016-06-10T20:00,0.020,0.020,0.00,3.0,10.2,22.8
2016-06-11,89.9,70.4,90.8,70.8,2016-06-11T04:57,2016-06-11T20:01,0.010,0.010,0.00,1.0,15.3,36.2
2016-06-12,78.3,61.9,79.0,57.2,2016-06-12T04:57,2016-06-12T20:01,0.000,0.000,0.00,0.0,11.1,25.5
2016-06-13,76.5,52.6,76.0,50.1,2016-06-13T04:57,2016-06-13T20:02,0.000,0.000,0.00,0.0,8.1,15.7
2016-06-14,79.5,58.9,81.2,55.6,2016-06-14T04:57,2016-06-14T20:02,0.000,0.000,0.00,0.0,7.9,15.7
2016-06-15,85.5,67.9,89.6,68.1,2016-06-15T04:57,2016-06-15T20:03,0.310,0.310,0.00,12.0,9.2,27.3
2016-06-16,77.7,66.5,80.1,68.5,2016-06-16T04:57,2016-06-16T20:03,0.170,0.170,0.00,6.0,15.0,32.7
2016-06-17,83.3,64.1,82.2,64.1,2016-06-17T04:57,2016-06-17T20:03,0.010,0.010,0.00,1.0,11.6,25.7
2016-06-18,85.7,60.5,86.8,60.6,2016-06-18T04:57,2016-06-18T20:04,0.000,0.000,0.00,0.0,5.6,13.9
2016-06-19,85.4,66.6,86.3,66.7,2016-06-19T04:57,2016-06-19T20:04,0.000,0.000,0.00,0.0,9.2,21.0
2016-06-20,87.9,69.4,88.8,69.3,2016-06-20T04:58,2016-06-20T20:04,0.020,0.020,0.00,1.0,14.6,30.6
2016-06-21,83.1,68.9,84.7,64.2,2016-06-21T04:58,2016-06-21T20:04,0.240,0.240,0.00,6.0,13.2,29.3
2016-06-22,79.2,58.7,77.1,55.5,2016-06-22T04:58,2016-06-22T20:04,0.010,0.010,0.00,2.0,10.7,22.4
2016-06-23,77.4,65.4,80.7,68.1,2016-06-23T04:58,2016-06-23T20:05,1.340,1.340,0.00,19.0,11.0,34.4
2016-06-24,81.0,62.5,82.4,61.7,2016-06-24T04:59,2016-06-24T20:05,0.000,0.000,0.00,0.0,7.7,18.3
2016-06-25,86.3,58.7,91.4,56.3,2016-06-25T04:59,2016-06-25T20:05,0.000,0.000,0.00,0.0,5.1,10.5
2016-06-26,88.8,66.8,93.6,69.1,2016-06-26T04:59,2016-06-26T20:05,0.150,0.150,0.00,3.0,9.9,20.8
2016-06-27,87.5,72.2,91.3,77.6,2016-06-27T05:00,2016-06-27T20:05,0.020,0.020,0.00,2.0,8.8,19.5
2016-06-28,75.8,61.5,77.0,60.3,2016-06-28T05:00,2016-06-28T20:05,0.010,0.010,0.00,2.0,11.7,25.5
2016-06-29,74.5,56.0,74.2,55.7,2016-06-29T05:01,2016-06-29T20:05,0.000,0.000,0.00,0.0,7.2,18.3
2016-06-30,78.5,56.3,81.0,53.5,2016-06-30T05:01,2016-06-30T20:05,0.000,0.000,0.00,0.0,6.0,12.5
2016-07-01,78.5,63.5,77.9,62.7,2016-07-01T05:02,2016-07-01T20:05,0.020,0.020,0.00,3.0,11.0,28.4
2016-07-02,72.7,56.7,72.7,56.0,2016-07-02T05:02,2016-07-02T20:04,0.000,0.000,0.00,0.0,6.0,11.9
2016-07-03,73.1,57.8,73.0,56.9,2016-07-03T05:03,2016-07-03T20:04,0.020,0.020,0.00,2.0,5.4,12.3
2016-07-04,72.8,58.0,75.7,56.2,2016-07-04T05:03,2016-07-04T20:04,0.000,0.000,0.00,0.0,7.4,17.4
2016-07-05,84.2,69.3,86.3,73.6,2016-07-05T05:04,2016-07-05T20:04,0.040,0.040,0.00,6.0,8.2,18.6
2016-07-06,83.4,65.6,88.3,68.7,2016-07-06T05:04,2016-07-06T20:03,0.200,0.200,0.00,5.0,10.5,26.2
2016-07-07,84.5,68.6,92.8,71.9,2016-07-07T05:05,2016-07-07T20:03,0.010,0.010,0.00,1.0,7.4,19.7
2016-07-08,85.0,71.8,89.0,77.1,2016-07-08T05:06,2016-07-08T20:03,0.170,0.170,0.00,11.0,10.3,23.3
2016-07-09,79.2,68.1,77.4,70.2,2016-07-09T05:06,2016-07-09T20:02,0.000,0.000,0.00,0.0,12.5,27.3
2016-07-10,83.1,62.3,84.8,62.4,2016-07-10T05:07,2016-07-10T20:02,0.000,0.000,0.00,0.0,7.2,17.0
2016-07-11,85.8,62.5,87.9,62.6,2016-07-11T05:08,2016-07-11T20:01,0.000,0.000,0.00,0.0,6.9,15.0
2016-07-12,87.9,66.8,92.6,69.3,2016-07-12T05:09,2016-07-12T20:01,0.000,0.000,0.00,0.0,10.7,23.7
2016-07-13,89.6,72.9,94.7,77.5,2016-07-13T05:09,2016-07-13T20:01,0.050,0.050,0.00,5.0,8.7,21.7
2016-07-14,84.9,68.4,88.1,68.5,2016-07-14T05:10,2016-07-14T20:00,0.150,0.150,0.00,6.0,13.2,28.0
2016-07-15,85.1,69.4,84.4,71.2,2016-07-15T05:11,2016-07-15T19:59,0.000,0.000,0.00,1.0,12.3,34.0
2016-07-16,77.5,65.2,79.0,66.5,2016-07-16T05:12,2016-07-16T19:59,0.020,0.020,0.00,3.0,7.6,19.0
2016-07-17,85.9,61.1,87.8,62.7,2016-07-17T05:12,2016-07-17T19:58,0.000,0.000,0.00,0.0,11.6,26.2
2016-07-18,84.8,72.8,86.9,75.2,2016-07-18T05:13,2016-07-18T19:57,0.030,0.030,0.00,1.0,11.9,29.1
